Salvelinus fontinalis 	 Dingleberry Lake, Sierra Nevada 	 . 	 Numbers 	 .  
Merluccius merluccius 	 Jabuka Pit, Adriatic Sea 	 Tons 	 Millions 	 .  
Stizostedion vitreum 	 Lake Pepin, Minnesota 	 . 	 index 	 .  
Stizostedion vitreum 	 Escanaba Lake, Wisconsin 	 Number of fish per hectare 	 Number of fish per hectare 	 .  
Lepidorhombus whiffiagonis 	 ICES VIIIc and IXa 	 Tonnes 	 Thousands 	 Tonnes  
Oncorhynchus nerka  	 Ugashik River, Alaska 	 Millions of fish  	 Millions 	 Millions of fish  
Perca fluviatilis 	 River Kyronjoki 	 . 	 Mean number per hauls 	 .  
Promoxis annularis and nigromaculatus 	 Okatibbee Reservoir, Mississippi 	 Number per hectare 	 Number per hectare 	 . 
Gadus morhua 	 North East Arctic 	 Thousand tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Rocky River, Nfld, CA 	 Number of small salmon 	 . 	 .  
Clupea harengus 	 Gulf of Riga 	 Tonnes 	 Thousands 	 Tonnes 
Alosa aestivalis 	 Saint John River 	 Thousands of lbs. 	 Thousands 	 .  
Merluccius gayi 	 Chile- Northern zone 	 Thousand Tonnes 	 Millions 	 .  
Oncorhynchus kisutch 	 South Fork Skykomish River, Washington 	 Females 	 Smolts 	 .  
Oncorhynchus nerka 	 Wood River, Alaska 	 Thousands of fish 	 Thousands of fish 	 Millions of fish  
Gadus morhua 	 NAFO 4VsW 	 Tonnes 	 Thousands 	 Tonnes 
Sebastes flavidus 	 Vancouver 	 . 	 Millions 	 Tonnes 
Thunnus obesus 	 East Pacific 	 Thousands tonnes 	 Thousands 	 Number of fish 
Oncorhynchus nerka 	 Port John Lake, B.C.  	 Millions of Eggs 	 Smolts 	 . 
Engraulis ringens 	 Peru 	 .  	 Billions 	 Thousand Tonnes 
Clupea harengus 	 Georges Bank 	 .  	 .  	 .  
Alosa pseudoharengus 	 Lake Ontario 	 Millions 	 Millions 	 .  
Oncorhynchus nerka 	 Horsefly River, B.C. 	 Fish 	 Fish 	 Fish 
Sardinops sagax 	 California 	 scales per 1000 cm^2 	 . 	 . 
Clupea harengus 	 Celtic Sea and VIIj 	 Tonnes 	 Thousands 	 Tonnes 
Salvelinus fontinalis 	 Wonder 3 Lake, Sierra Nevada 	 Numbers 	 Numbers 	 .  
Oncorhynchus gorbuscha 	 Sashin Creek, Alaska 	 Numbers of females 	 Numbers of fry 	 .  
Clupea harengus 	 ICES VIa (north) 	 Thousand Tonnes 	 Millions 	 Tonnes 
Oncorhynchus nerka 	 Chignik Lake, Alaska 	 Millions of fish 	 Millions of fish 	 .  
Pleuronectes platessa 	 W. of Ireland, ICES VIIb,c 	 Tonnes 	 Thousands 	 Tonnes 
Sebastes alutus 	 Goose Island Gully, B.C. 	 Thousand tonnes 	 Thousand tonnes 	 Thousand tonnes 
Solea vulgaris 	 ICES VIId 	 Tonnes 	 Thousands 	 Tonnes 
Stizostedion vitreum 	 Balsam Lake 	 Index 	 Index 	 .  
Sciaenops ocellatus  	 Florida Atlantic Coast, USA 	 . 	 Thousands  	 . 
Melanogrammus aeglefinus 	 NAFO 3Ps2 (Second part of HAD3Ps) 	 . 	 . 	 . 
Trachurus capensis 	 South Africa 1.3-1.5 	 Thousand tonnes 	 Billions 	 . 
Pleurogrammus monopterygius 	 Eastern Bering Sea and Aleutian Islands 	 Thousand tonnes 	 Billions 	 Tonnes 
Oncorhynchus nerka 	 Smith Inlet, B.C. 	 Thousands of fish 	 Thousands of fish 	 Thousands of fish  
Etrumeus teres 	 South Africa 1.6 	 . 	 Millions 	 . 
Clupea harengus 	 Northern Irish Sea  	 Tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Lomond River, Nfld, CA 	 Number of small salmon 	 . 	 .  
Oncorhynchus nerka 	 Togiak River, Alaska 	 Millions of fish 	 Millions of fish 	 Millions of fish  
Oncorhynchus gorbuscha 	 Port Graham, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Salmo salar 	 Samd Hill River, Labrador, Canada 	 Number of small salmon 	 . 	 .  
Oncorhynchus nerka 	 Frazer Lake, Alaska 	 Thousands of fish 	 Thousands of fish 	 .  
Oncorhynchus gorbuscha  	 Lakelse River, B.C.  	 Thousands of fry 	 Thousands  	 . 
Micromesistius poutassou 	 Southern ICES 	 Thousand tonnes 	 Millions 	 Thousand tonnes 
Lepidonotothen squamifrons 	 Ob Bank, Antarctic Ocean 	 Thousand Tonnes 	 . 	 Thousand Tonnes 
Oncorhynchus kisutch 	 Harris Creek, B.C. 	 Adults 	 . 	 .  
Merluccius bilinearis 	 NAFO 4VWX 	 Tonnes 	 Thousands 	 Thousands Tonnes 
Merlangius merlangus 	 ICES VIa 	 Thousand tonnes 	 Millions 	 Tonnes 
Sprattus sprattus 	 Baltic Areas 26 and 28 	 Thousand tonnes 	 Millions 	 Thousand tonnes 
Oncorhynchus kisutch 	 Bear Creek, Washington 	 . 	 Smolts 	 .  
Salmo salar 	 Northeast River, Nfld, CA 	 Number of large salmon 	 . 	 .  
Merlangius merlangus 	 Celtic Sea 	 Tonnes 	 Thousands 	 Tonnes 
Clupea harengus 	 Newfoundland(EF) 	 .  	 .  	 .  
Oncorhynchus kisutch 	 Lost Creek, Washington 	 . 	 Smolts 	 .  
Clupea harengus 	 ICES VIa (south) and VIIb,c 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus gorbuscha  	 Bentinck, B.C.  	 Fish 	 Fish 	 Fish 
Acipenser guldanstadti 	 Danube river 	 . 	 Index 	 . 
Salmo salar 	 Exploits River, Gt. Rattling Brook, Nfld, CA 	 Number of small salmon 	 . 	 .  
Oncorhynchus nerka 	 Togiak River, Alaska 	 Thousands of fish 	 Thousands of fish 	 .  
Gadus morhua 	 North East Arctic 	 Tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Salmon Brook, Gander River, Nfld, CA 	 Number of large salmon 	 . 	 .  
Sebastes flavidus 	 Columbia 	 . 	 Millions 	 Tonnes 
Gadus morhua 	 Skagerrak 	 Tonnes 	 Thousands 	 Tonnes 
Trisopterus esmarkii 	 North Sea 	 Thousand tonnes 	 Billions 	 Thousand tonnes 
Oncorhynchus nerka 	 Skeena River, B.C. 	 Thousands of fish 	 Thousands 	 .  
Urophycis tenuis 	 NAFO 4T  	 Thousand tonnes 	 Thousands 	 Tonnes 
Clupea harengus 	 Craig, Alaska 	 Trillions of Eggs 	 Millions 	 . 
Squalus acanthias 	 Northwest Atlantic 	 Thousand tonnes 	 Thousand tonnes 	 Tonnes  
Oncorhynchus nerka  	 Chilko South End, B.C.  	 Millions of Smolt  	 Fish  	 . 
Morone saxatilis 	 Choptank River, Chesapeake Bay 	 . 	 Catch per haul 	 . 
Oncorhynchus kisutch 	 Nile Creek, British Columbia 	 Females 	 Smolts 	 .  
Melanogrammus aeglefinus 	 ICES VIa 	 Tonnes 	 Thousands 	 Tonnes 
Salmo trutta 	 Black Brows Beck 	 eggs per 60 m^2 	 fish per 60 m^2 	 .  
Dicentrarchus labrax 	 Southern Irish UK 	 . 	 Index 	 . 
Brevoortia tyrannus 	 U.S. Atlantic 	 Thousand tonnes of females 	 Billions 	 Thousand tonnes 
Champsocephalus gunnari 	 South Georgia, Antarctic Ocean 	 Thousand Tonnes 	 Millions 	 Thousand Tonnes 
Thunnus maccoyii 	 Southern Pacific 	 Thousand Tonnes 	 Thousands 	 . 
Cynoscion guatucupa 	 East Coast, USA 	 Tonnes 	 Thousands  	 Tonnes 
Pagrus pagrus 	 Atlantic Ocean off North Carolina 	 Thousand tonnes females 	 Millions 	 Tonnes 
Haliotis laevigata 	 South Australia 	 Number per hundred metre square 	 Index 	 .   
Thunnus albacares 	 Eastern Pacific Ocean 	 Thousands of tons 	 Thousands of fish 	 .  
Stizostedion canadense 	 Lake of the Woods, Minnesota 	 . 	 index 	 .  
Oncorhynchus nerka  	 Chilko River, B.C.  	 Millions of Smolt  	 Fish  	 . 
Morone saxatilis 	 East Coast, USA 	 Tonnes of females 	 Thousands  	 Tonnes 
Salmo trutta 	 Black Brows Beck 	 eggs per 60 m^2 	 fish per 60 m^2 	 .  
Sebastes mentela and fasciatus 	 NAFO 3M 	 . 	 Thousands 	 . 
Sebastes mentela and fasciatus  	 NAFO 3NO 	 .  	 .  	 .  
Salmo salar 	 Biscay Bay River, Nfld, CA 	 Number of small salmon 	 . 	 .  
Merluccius productus 	 W. US. + Canada 	 Thousand tonnes 	 . 	 . 
Clupea harengus 	 NAFO 4R (Spring spawners) 	 Tonnes 	 Thousands 	 .  
Clupea harengus 	 Queen Charlotte Islands 	 Tonnes 	 Millions 	 .  
Oncorhynchus nerka 	 Egegik River, Alaska 	 Numbers of fish 	 Numbers of smolts 	 .  
Coilia dussumieri 	 Northwest coast of India 	 Millions 	 Millions 	 Millions 
Salvelinus fontinalis 	 Montmorency County, Michigan 	 Number of eggs 	 Numbers 	 .  
Engraulis encrasicolus 	 Bay of Biscay 	 Tonnes 	 Actual numbers 	 Tonnes 
Salmo salar 	 Pinchgut Brook, Nfld, CA 	 Number of small salmon 	 . 	 .  
Oncorhynchus gorbuscha  	 W. Queen Charlotte Is., B.C.  	 Fish 	 Fish 	 Fish 
Oncorhynchus nerka 	 Early Stuart Complex, B.C. 	 Fish 	 Fish 	 Fish 
Oncorhynchus gorbuscha  	 Central Coast Area 9, B.C.  	 Fish 	 Fish 	 Fish 
Gadus morhua 	 NAFO 2J3KL 	 Thousand tonnes 	 Thousands 	 Thousand tonnes 
Cancer borealis 	 NAFO 4Y 	 Kg per tow 	 . 	 . 
Theragra chalcogramma 	 East Kamchatka 	 Millions of fish  	 Millions  	 .  
Clupea harengus 	 Iceland (Spring spawners) 	 Thousand Tonnes 	 Millions 	 .  
Clupea harengus 	 Southern Central Baltic 	 Tonnes 	 Millions 	 Thousand tonnes 
Oncorhynchus kisutch 	 Deer Creek, Oregon 	 Females 	 Smolts 	 .  
Reinhardtius hippoglossoides 	 Northwest Atlantic 	 Thousand tonnes 	 Millions 	 .  
Oncorhynchus kisutch 	 Christmas Creek, Washington 	 . 	 Smolts 	 .  
Solea vulgaris 	 Celtic Sea 	 Tonnes 	 Thousands 	 Tonnes 
Solea vulgaris 	 ICES VIIe 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus kisutch 	 Little Tayuha Creek, Washington 	 . 	 Smolts 	 .  
Merluccius capensis 	 South Africa 1.6 	 Thousand Tonnes 	 Millions 	 . 
Gadus morhua 	 NAFO 3M 	 .  	 .  	 .  
Stizostedion vitreum 	 Woods Lake  	 Index 	 Index 	 .  
Melanogrammus aeglefinus 	 NAFO 3NO1 (First part of HAD3NO) 	 . 	 Index from survey 	 . 
Lepidopsetta bilineata 	 Hecate Strait, B.C. 	 CPUE Index 	 CPUE Index 	 . 
Oncorhynchus nerka 	 Early Stuart Complex, B.C. 	 Fish 	 Fish 	 Fish 
Stizostedion vitreum 	 Nipissing Lake  	 Index 	 Index 	 .  
Thunnus albacares 	 Indian Ocean 	 Millions of fish 	 Millions of fish 	 .  
Oncorhynchus nerka 	 Karymaisky Spring, Kamchatka  	 Egg 	 Fry 	 . 
Salvelinus fontinalis 	 Montmorency County, Michigan 	 Number of eggs 	 Numbers 	 .  
Sebastes mentella 	 North East Arctic 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus gorbuscha 	 Utka River, Kamchatka 	 Millions of Fry 	 Thousands 	 . 
Oncorhynchus nerka 	 Weaver Creek, B.C. 	 Fish 	 Fish 	 Fish 
Pollachius virens 	 Iceland 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus keta 	 Johnstone Strait 	 Thousands fish 	 Thousands 	 .  
Stizostedion vitreum 	 Western Lake Erie 	 . 	 number per hour 	 .  
Pleuronectes ferrugineus 	 NAFO 5Z 	 Thousand tonnes 	 Millions 	 Thousand tonnes 
Merlangius merlangus 	 ICES VIId 	 Thousand tonnes 	 Millions 	 Tonnes 
Salvelinus fontinalis 	 Dingleberry Lake, Sierra Nevada 	 Numbers 	 Numbers 	 .  
Salmo salar 	 Humber River, Nfld, CA 	 Number of large salmon 	 . 	 .  
Brevoortia patronus 	 Gulf of Mexico 	 Thousand tonnes 	 Billions 	 Thousands tonnes 
Salmo salar 	 Morgan Falls, LaHave River, N.S. Canada 	 number 	 number 	 .  
Engraulis encrasicolus 	 Bay of Biscay 	 Tonnes 	 Thousands 	 Tonnes 
Taius tumifrons 	 South East China Sea 	 Numbers 	 Numbers 	 .  
Limanda aspera 	 West Kamchatka Shelf 	 Million eggs 	 Millions 	 . 
Pleuronectes platessa 	 North Sea 	 Tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Salmon Brook, Gander River, Nfld, CA 	 Number of small salmon 	 . 	 .  
Esox masquinongy 	 Nogies Creek Sanctuary, Ontario 	 . 	 numbers 	 . 
Oncorhynchus gorbuscha 	 Brown's Peak Creek, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Oncorhynchus nerka 	 Chilko River, B.C. 	 Fish 	 Fish 	 Fish 
Scomber japonicus 	 Soledad Basin, Baja California 	 scales per 1000 cm^2 	 . 	 . 
Thunnus maccoyii 	 Southern Pacific 	 Tonnes 	 Thousands 	 . 
Oncorhynchus nerka 	 Late Stuart Complex, B.C. 	 Fish 	 Fish 	 Fish 
Oncorhynchus mykiss 	 Keogh River, B.C. 	 Number of Eggs 	 Number of Fry 	 .  
Alosa pseudoharengus 	 Damariscotta Lake, Maine 	 Billions of eggs 	 Thousands of fish 	 .  
Esox lucius 	 Lake Kabetogama, Minnesota 	 . 	 index 	 . 
Morone saxatilis 	 Nanticoke River, Chesapeake Bay 	 . 	 Catch per haul 	 . 
Pandalus borealis 	 Hawke Channel + Division 3K  	 kg/hr 	 . 	 Tonnes 
Hippoglossus stenolepis 	 North Pacific 	 Tonnes 	 Thousands 	 Million pounds 
Gadus morhua 	 NAFO 5Y 	 Kg per tow  	 Numbers per tow 	 Tonnes 
Gadus morhua 	 Faroe Plateau 	 Tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Tobique River, N.B., Canada 	 eggs/100m^2 	 number of 1SW salmon 	 .  
Sebastes marinus 	 West Greenland  	 Thousand tonnes 	 Thousands 	 . 
Harpodon nehereus 	 Northwest coast of India 	 Millions 	 Millions 	 Tonnes 
Engraulis capensis 	 South Africa 	 Million tonnes 	 Million tonnes 	 . 
Xiphias gladius 	 North Atlantic 	 Thousand tonnes 	 Thousands 	 . 
Genypterus capensis 	 South Africa 1.3-1.4 	 . 	 Thousands 	 . 
Scomberomorus cavalla 	 W. Gulf of Mexico 	 Thousands 	 Thousands 	 Tonnes 
Alosa aestivalis  	 Chowan River, USA 	 Thousand pounds 	 Thousands 	 .  
Oncorhynchus nerka  	 Adams Complex, B.C. 	 Fish 	 Fish 	 Fish 
Oncorhynchus kisutch 	 Qualicum River System, British Columbia 	 Adults 	 Smolts 	 .  
Oncorhynchus nerka  	 Columbia River 	 Thousands of fish 	 Thousands of fish 	 . 
Salmo salar 	 Western Arm Brook, Canada 	 Number of Smolt 	 Number of Grilse 	 .  
Oncorhynchus gorbuscha 	 Pokosnaya River, Sakhalin Is.  	 Thousands 	 Thousands 	 . 
Salmo salar 	 Nepisiguit River, N.B., Canada 	 Number of eggs (x10^6) 	 Number of fry / 100m2 	 .  
Clupea harengus 	 Norway (Spring spawners) 	 Million tonnes 	 Billions 	 Tonnes 
Alosa pseudoharengus 	 Damariscotta River 	 Thousands of lbs. 	 Thousands 	 .  
Ammodytes marinus 	 ICES VIa 	 Tonnes 	 Billions 	 Tonnes 
Sardinops sagax 	 Soledad Basin, Baja California 	 scales per 1000 cm^2 	 . 	 . 
Oncorhynchus gorbuscha  	 Central Coast Area 7, B.C.  	 Fish 	 Fish 	 Fish 
Pleuronectes ferrugineus 	 Southern New England 	 Thousand tonnes 	 Millions 	 Thousand tonnes 
Gadus morhua 	 Iceland 	 Thousand tonnes 	 Millions 	 Thousand tonnes 
Lithodes maja 	 NAFO 5Y 	 Kg per tow 	 . 	 . 
Promoxis annularis and nigromaculatus 	 Ross Barnett Reservoir, Mississippi 	 Number per hectare 	 Number per hectare 	 . 
Pandalus borealis 	 Eastern Scotian Shelf  	 kg/hr 	 . 	 Tonnes 
Pleuronectes platessa 	 Irish Sea 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus nerka 	 Shuswap Lake, Fraser River, B.C. 	 Number of Effective Females 	 Number of fry (in October) 	 . 
Oncorhynchus nerka 	 Rivers Inlet, B.C. 	 Millions of fish 	 Millions 	 Millions of fish  
Hippoglossoides platessoides 	 NAFO 5YZ 	 Thousand tonnes 	 Millions 	 . 
Alosa sapidissima 	 Connecticut River 	 Thousands 	 Thousands 	 .  
Theragra chalcogramma 	 Japan-Pacific coast of Hokkaido  	 Thousand Tonnes 	 Millions 	 Tonnes 
Hippoglossoides platessoides 	 NAFO 4V 	 . 	 . 	 Tonnes 
Oncorhynchus nerka 	 Kenai River, Alaska 	 Millions of fish 	 Millions of fish 	 .  
Oncorhynchus kisutch 	 Deschutes River, Washington 	 Females 	 Smolts 	 .  
Ammodytes marinus 	 Shetland 	 Relative Scale 	 Relative Scale 	 .  
Stizostedion vitreum 	 Red Lakes, Minnesota 	 . 	 relative to mean 	 .  
Oncorhynchus nerka  	 Kvichak River, Alaska 	 Numbers of Fish 	 Numbers of Smolts 	 . 
Argyrosomus nibe 	 East China Sea 	 Index 	 Index 	 . 
Gadus morhua 	 NAFO 4TVn 	 Thousand tonnes 	 Thousands 	 Thousand Tonnes 
Clupea harengus 	 Gulf of Onega, White Sea 	 . 	 Millions 	 .   
Merluccius bilinearis 	 Mid Atlantic Bight 	 Thousand tonnes 	 Millions 	 .  
Leuciscus cephalus 	 River Stour, Dorset 	 . 	 Indices of year class strength 	 .  
Oncorhynchus gorbuscha 	 Dagi River, Sakhalin Is. 	 Thousands 	 Millions of Fry 	 . 
Theragra chalcogramma 	 E. Bering Sea 	 Million tonnes 	 Billions  	 Million tonnes 
Oncorhynchus nerka 	 Egegik River, Alaska 	 Millions of fish 	 Millions of fish 	 Millions of fish  
Gadus morhua 	 NAFO 3NO 	 Tonnes 	 Thousands 	 Tonnes 
Micromesistius poutassou 	 Northern ICES 	 Thousand tonnes 	 Millions 	 Tonnes 
Sebastes pinniger 	 W. U.S.(Columbia region) 	 . 	 . 	 Tonnes 
Oncorhynchus nerka 	 Little Kitoi Lake, Afognak Is., Alaska  	 Thousands of Eggs 	 Smolts 	 . 
Scomber scombrus 	 Western ICES  	 Tonnes 	 Thousands 	 Tonnes 
Stizostedion vitreum glaucum 	 Eastern Lake Erie 	 . 	 Number of fish 	 Thousands of pounds  
Gadus morhua 	 NAFO 3Ps 	 Tonnes 	 Thousands 	 Tonnes 
Solea vulgaris 	 Irish Sea 	 Tonnes 	 Thousands 	 Tonnes 
Urophycis chuss 	 NAFO S. New England  	 Thousand tonnes 	 Millions 	 . 
Engraulis mordax 	 California 	 Thousand tonnes 	 . 	 . 
Solea vulgaris 	 North Sea 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus gorbuscha 	 Bruin Bay, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Oncorhynchus nerka 	 Skeena River, B.C. 	 Fish 	 Fish 	 .  
Gadus morhua 	 NAFO 5Z 	 Tonnes 	 Thousands 	 Tonnes 
Gobionotothen gibberifrons 	 South Georgia, Antarctic Ocean 	 Thousand Tonnes 	 , 	 Thousand Tonnes 
Salmo trutta 	 Wilfin Beck, Aug/Sept 	 eggs per 60 m^2 	 fish per 60 m^2 	 .  
Oncorhynchus nerka 	 Tahltan Lake, B.C. 	 Numbers of fish 	 Numbers of fish 	 Numbers of fish  
Salmo salar 	 Tobique River, Canada 	 Thousands of eggs 	 Number of Adults 	 .  
Parophrys vetulus 	 Hecate Strait 	 . 	 Actual numbers 	 Tonnes 
Esox lucius 	 Rainy Lake, Minnesota 	 . 	 index 	 . 
Salmo trutta 	 Black Brows Beck 	 eggs per 60 m^2 	 fish per 60 m^2 	 .  
