"","assessid","stockid","common_name","lme","year","ssb","ssb_unit","recruitment","recruitment_unit"
"13291","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1973,NA,NA,NA,NA
"13292","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1974,NA,NA,NA,NA
"13293","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1975,NA,NA,NA,NA
"13294","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1976,NA,NA,NA,NA
"13295","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1977,NA,NA,NA,NA
"13296","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1978,NA,NA,NA,NA
"13297","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1979,NA,NA,NA,NA
"13298","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1980,NA,NA,NA,NA
"13299","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1981,NA,NA,NA,NA
"13300","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1982,NA,NA,NA,NA
"13301","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1983,NA,NA,NA,NA
"13302","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1984,NA,NA,NA,NA
"13303","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1985,NA,NA,NA,NA
"13304","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1986,NA,NA,NA,NA
"13305","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1987,NA,NA,NA,NA
"13306","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1988,NA,NA,NA,NA
"13307","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1989,NA,NA,NA,NA
"13308","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1990,NA,NA,NA,NA
"13309","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1991,NA,NA,NA,NA
"13310","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1992,NA,NA,NA,NA
"13311","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1993,NA,NA,NA,NA
"13312","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1994,NA,NA,NA,NA
"13313","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1995,NA,NA,NA,NA
"13314","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1996,NA,NA,NA,NA
"13315","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1997,NA,NA,NA,NA
"13316","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1998,NA,NA,NA,NA
"13317","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",1999,NA,NA,NA,NA
"13318","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",2000,NA,NA,NA,NA
"13319","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",2001,NA,NA,NA,NA
"13320","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",2002,NA,NA,NA,NA
"13321","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",2003,NA,NA,NA,NA
"13322","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",2004,NA,NA,NA,NA
"13323","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","SNOSESHARATL","Atlantic sharpnose shark","Southeast U.S. Continental Shelf",2005,NA,NA,NA,NA
"13324","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1961,5924.4,"MT",330,"E03"
"13325","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1962,5924.4,"MT",207,"E03"
"13326","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1963,5924.4,"MT",206,"E03"
"13327","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1964,5918.4,"MT",202,"E03"
"13328","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1965,5908.9,"MT",193,"E03"
"13329","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1966,5855.8,"MT",180,"E03"
"13330","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1967,5792.3,"MT",169,"E03"
"13331","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1968,5654.4,"MT",160,"E03"
"13332","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1969,5455.8,"MT",166,"E03"
"13333","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1970,5297.4,"MT",188,"E03"
"13334","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1971,5077.5,"MT",250,"E03"
"13335","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1972,4788.6,"MT",288,"E03"
"13336","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1973,4606.9,"MT",234,"E03"
"13337","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1974,4392.7,"MT",255,"E03"
"13338","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1975,4111.6,"MT",532,"E03"
"13339","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1976,3851.1,"MT",904,"E03"
"13340","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1977,3418.7,"MT",329,"E03"
"13341","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1978,3135.3,"MT",253,"E03"
"13342","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1979,2781.4,"MT",402,"E03"
"13343","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1980,2595.6,"MT",282,"E03"
"13344","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1981,2514,"MT",188,"E03"
"13345","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1982,2294.4,"MT",390,"E03"
"13346","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1983,1982.8,"MT",421,"E03"
"13347","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1984,1628,"MT",443,"E03"
"13348","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1985,1279.3,"MT",701,"E03"
"13349","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1986,1077.5,"MT",417,"E03"
"13350","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1987,858.4,"MT",310,"E03"
"13351","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1988,760.7,"MT",233,"E03"
"13352","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1989,772,"MT",232,"E03"
"13353","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1990,762.9,"MT",512,"E03"
"13354","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1991,734.9,"MT",246,"E03"
"13355","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1992,711,"MT",559,"E03"
"13356","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1993,597.4,"MT",519,"E03"
"13357","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1994,491.4,"MT",389,"E03"
"13358","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1995,478.6,"MT",253,"E03"
"13359","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1996,466,"MT",250,"E03"
"13360","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1997,487,"MT",406,"E03"
"13361","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1998,442.3,"MT",694,"E03"
"13362","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",1999,478,"MT",183,"E03"
"13363","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",2000,447.5,"MT",133,"E03"
"13364","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",2001,407.5,"MT",124,"E03"
"13365","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","SNOWGROUPSATLC","Snowy grouper","Southeast U.S. Continental Shelf",2002,394.4,"MT",118,"E03"
"13366","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1950,18087,"MT",38010.9,"E03"
"13367","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1951,17124,"MT",40494.5,"E03"
"13368","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1952,16105,"MT",39701,"E03"
"13369","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1953,15405,"MT",39116.5,"E03"
"13370","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1954,14305,"MT",38123,"E03"
"13371","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1955,13126,"MT",36941.9,"E03"
"13372","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1956,11769,"MT",35409,"E03"
"13373","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1957,10560,"MT",33851.7,"E03"
"13374","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1958,9104,"MT",31684.1,"E03"
"13375","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1959,8797,"MT",31177.8,"E03"
"13376","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1960,8438,"MT",30562.3,"E03"
"13377","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1961,7248,"MT",28314.3,"E03"
"13378","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1962,7134,"MT",28081.3,"E03"
"13379","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1963,6662,"MT",27073,"E03"
"13380","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1964,6716,"MT",27192.9,"E03"
"13381","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1965,6942,"MT",27678.5,"E03"
"13382","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1966,6568,"MT",26865,"E03"
"13383","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1967,6636,"MT",27016.8,"E03"
"13384","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1968,6965,"MT",27726.7,"E03"
"13385","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1969,7021,"MT",27845.8,"E03"
"13386","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1970,6674,"MT",27100.4,"E03"
"13387","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1971,7135,"MT",28082.5,"E03"
"13388","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1972,6709,"MT",27177,"E03"
"13389","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1973,6644,"MT",27032.8,"E03"
"13390","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1974,6779,"MT",27329.7,"E03"
"13391","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1975,6104,"MT",25793.6,"E03"
"13392","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1976,4611,"MT",21811.3,"E03"
"13393","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1977,3412,"MT",17849.5,"E03"
"13394","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1978,3174,"MT",16961.4,"E03"
"13395","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1979,3150,"MT",16871.7,"E03"
"13396","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1980,3108,"MT",16707.6,"E03"
"13397","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1981,3088,"MT",16629.8,"E03"
"13398","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1982,3112,"MT",15904.1,"E03"
"13399","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1983,2803,"MT",13813,"E03"
"13400","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1984,2263,"MT",12985,"E03"
"13401","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1985,2320,"MT",24494.9,"E03"
"13402","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1986,3009,"MT",25177.7,"E03"
"13403","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1987,3997,"MT",18871.6,"E03"
"13404","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1988,4307,"MT",18392.5,"E03"
"13405","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1989,4072,"MT",23258.8,"E03"
"13406","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1990,3644,"MT",26848,"E03"
"13407","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1991,3353,"MT",31793.4,"E03"
"13408","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1992,3716,"MT",23420.2,"E03"
"13409","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1993,3855,"MT",14080.4,"E03"
"13410","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1994,3407,"MT",13841.4,"E03"
"13411","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1995,3554,"MT",23795.5,"E03"
"13412","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1996,4081,"MT",15775.3,"E03"
"13413","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1997,4514,"MT",10913.4,"E03"
"13414","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1998,4109,"MT",14442.3,"E03"
"13415","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",1999,4259,"MT",22072.1,"E03"
"13416","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2000,4350,"MT",24398.3,"E03"
"13417","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2001,4629,"MT",20758.6,"E03"
"13418","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2002,5257,"MT",17210.4,"E03"
"13419","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2003,5616,"MT",10149.6,"E03"
"13420","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2004,5251,"MT",11909,"E03"
"13421","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2005,4935,"MT",15201.6,"E03"
"13422","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2006,4882,"MT",20711.1,"E03"
"13423","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2007,5672,"MT",21887.8,"E03"
"13424","SEFSC-SPANMACKSATLC-1950-2008-JENSEN","SPANMACKSATLC","Spanish mackerel","Southeast U.S. Continental Shelf",2008,NA,"MT",25049.5,"E03"
"13425","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1961,2533.8,"MT",252.8,"E03"
"13426","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1962,2533.8,"MT",168.4,"E03"
"13427","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1963,2533.6,"MT",169.1,"E03"
"13428","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1964,2533.5,"MT",170.7,"E03"
"13429","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1965,2533.4,"MT",172.8,"E03"
"13430","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1966,2527.4,"MT",176.1,"E03"
"13431","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1967,2516.2,"MT",180.9,"E03"
"13432","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1968,2496.6,"MT",186.2,"E03"
"13433","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1969,2471.5,"MT",195.3,"E03"
"13434","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1970,2447.5,"MT",207,"E03"
"13435","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1971,2418.8,"MT",290.6,"E03"
"13436","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1972,2389.8,"MT",324.2,"E03"
"13437","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1973,2364.5,"MT",361.3,"E03"
"13438","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1974,2337.1,"MT",341.2,"E03"
"13439","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1975,2309.3,"MT",277.4,"E03"
"13440","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1976,2291.7,"MT",228.7,"E03"
"13441","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1977,2299.6,"MT",176.1,"E03"
"13442","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1978,2312.3,"MT",123.5,"E03"
"13443","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1979,2318.8,"MT",157,"E03"
"13444","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1980,2313,"MT",301.5,"E03"
"13445","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1981,2287,"MT",232.7,"E03"
"13446","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1982,2138.7,"MT",411.8,"E03"
"13447","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1983,1638.7,"MT",362.3,"E03"
"13448","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1984,1368.6,"MT",283.3,"E03"
"13449","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1985,1199.2,"MT",602,"E03"
"13450","SEFSC-TILESATLC-1961-2002-STANTON","TILESATLC","Tilefish","Southeast U.S. Continental Shelf",1986,1038.4,"MT",377.1,"E03"
