"Kingdom","Phylum","Class","Order","Family","Genus","Species","LME#"
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Goniistius","quadricornis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Goniistius","spectabilis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Goniistius","vestitus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Goniistius","vittatus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Goniistius","zebra",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Goniistius","zonatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Nemadactylus","bergi",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Nemadactylus","douglasii",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Nemadactylus","gayi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Nemadactylus","macropterus",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cheilodactylidae","Nemadactylus","valenciennesi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Chiasmodon","bolangeri",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Chiasmodon","niger",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Dysalotus","alcocki",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Dysalotus","oligoscolus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Kali","indica",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Kali","macrodon",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Kali","normani",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Kali","parri",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Pseudoscopelus","altipinnis",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chiasmodontidae","Pseudoscopelus","scriptus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chironemidae","Chironemus","bicornis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chironemidae","Chironemus","georgianus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chironemidae","Chironemus","marmoratus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chironemidae","Chironemus","microlepis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Chironemidae","Threpterius","maculosus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cichlidae","Etroplus","suratensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cichlidae","Oreochromis","mossambicus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Amblycirrhitus","bimacula",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Amblycirrhitus","pinos",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Amblycirrhitus","unimacula",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitichthys","aprinus",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitichthys","aureus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitichthys","calliurus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitichthys","falco",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitichthys","oxycephalus",10
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitops","fasciatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitops","hubbardi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitus","atlanticus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitus","pinnulatus",12
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cirrhitus","rivulatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cristacirrhitus","punctatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Cyprinocirrhites","polyactis",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Itycirrhitus","wilhelmi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Neocirrhites","armatus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Notocirrhitus","splendens",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Oxycirrhites","typus",12
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Paracirrhites","arcatus",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Paracirrhites","forsteri",12
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cirrhitidae","Paracirrhites","hemistictus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Blennioclinus","brachycephalus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Blennophis","anguillaris",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Cancelloxus","burrelli",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinitrachus","argentatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinus","acuminatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinus","agilis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinus","heterodon",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinus","rotundifrons",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinus","superciliosus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinus","taurus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinus","venustris",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Clinus","woodi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Cologrammus","flavescens",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Cristiceps","argyropleura",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Cristiceps","aurantiacus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Cristiceps","australis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Ericentrus","rubrus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Gibbonsia","elegans",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Gibbonsia","metzi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Gibbonsia","montereyensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","adelaidae",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","eckloniae",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","fasciatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","heptaeolus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","johnstoni",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","macrophthalmus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","marmoratus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","nasutus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","perspicillatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","roseus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","tristis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","whiteleggii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heteroclinus","wilsoni",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Heterostichus","rostratus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Muraenoclinus","dorsalis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Myxodes","cristatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Myxodes","ornatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Myxodes","viridis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Ophiclinops","varius",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Ophiclinus","gabrieli",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Ophiclinus","gracilis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Ophiclinus","ningulus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Pavoclinus","graminis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Pavoclinus","laurentii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Pavoclinus","mentalis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Pavoclinus","pavo",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Peronedys","anguillaris",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Ribeiroclinus","eigenmanni",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Springeratus","xanthosoma",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Sticharium","clarkae",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Sticharium","dorsale",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Clinidae","Xenopoclinus","leprosus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Coryphaenidae","Coryphaena","equiselis",27
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Coryphaenidae","Coryphaena","hippurus",33
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Apodocreedia","vanderhorsti",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Chalixodytes","tauensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Creedia","haswelli",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Creedia","partimsquamigera",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Limnichthys","donaldsoni",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Limnichthys","fasciatus",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Limnichthys","nitidus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Limnichthys","orientalis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Limnichthys","polyactis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Limnichthys","rendahli",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Schizochirus","insolens",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Creediidae","Tewara","cranwellae",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cryptacanthodidae","Cryptacanthodes","aleutensis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cryptacanthodidae","Cryptacanthodes","giganteus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Cryptacanthodidae","Cryptacanthodes","maculatus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactylagnus","mundus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactylagnus","peratikos",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactyloscopus","boehlkei",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactyloscopus","byersi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactyloscopus","comptus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactyloscopus","crossotus",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactyloscopus","moorei",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactyloscopus","pectoralis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactyloscopus","poeyi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Dactyloscopus","tridigitatus",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Gillellus","arenicola",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Gillellus","greyae",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Gillellus","healae",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Gillellus","ornatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Gillellus","searcheri",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Gillellus","semicinctus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Gillellus","uranidea",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Heteristius","cinctus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Leurochilus","acon",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Myxodagnus","belone",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Myxodagnus","macrognathus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Platygillellus","altivelis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Platygillellus","bussingi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Platygillellus","rubrocinctus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Platygillellus","smithi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dactyloscopidae","Sindoscopus","australis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dichistiidae","Dichistius","capensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dichistiidae","Dichistius","multifasciatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dinolestidae","Dinolestes","lewini",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dinopercidae","Centrarchops","chapini",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Dinopercidae","Dinoperca","petersi",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Draconettidae","Centrodraco","gegonipus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Draconettidae","Centrodraco","insolitus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Draconettidae","Centrodraco","pseudoxenicus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Draconettidae","Centrodraco","rubellus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Draconettidae","Centrodraco","striatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Draconettidae","Draconetta","xenica",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Drepaneidae","Drepane","africana",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Drepaneidae","Drepane","longimana",12
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Drepaneidae","Drepane","punctata",13
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Echeneidae","Echeneis","naucrates",30
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Echeneidae","Echeneis","neucratoides",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Echeneidae","Phtheirichthys","lineatus",9
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Echeneidae","Remora","australis",14
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Echeneidae","Remora","brachyptera",20
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Echeneidae","Remora","osteochir",17
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Echeneidae","Remora","remora",33
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Echeneidae","Remorina","albescens",18
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleginopsidae","Eleginops","maclovinus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Belobranchus","belobranchus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Bostrychus","africanus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Bostrychus","sinensis",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Bunaka","gyrinoides",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Butis","amboinensis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Butis","butis",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Butis","gymnopomus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Butis","humeralis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Butis","koilomatodon",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Butis","melanostigma",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Calumia","godeffroyi",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Dormitator","latifrons",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Dormitator","lebretonis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Dormitator","maculatus",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Dormitator","pleurops",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Eleotris","acanthopoma",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Eleotris","amblyopsis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Eleotris","fusca",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Eleotris","lutea",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Eleotris","melanosoma",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Eleotris","pisonis",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Eleotris","senegalensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Eleotris","vittata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Erotelis","smaragdus",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Gobiomorphus","gobioides",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Gobiomorus","dormitor",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Grahamichthys","radiata",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Guavina","guavina",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Hypseleotris","leuciscus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Odonteleotris","canina",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Odonteleotris","macrodon",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Ophieleotris","aporos",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Ophiocara","porocephala",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Oxyeleotris","marmorata",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Oxyeleotris","siamensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Oxyeleotris","urophthalmoides",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Oxyeleotris","urophthalmus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Pogoneleotris","heterolepis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Eleotridae","Thalasseleotris","adela",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Amphistichus","argenteus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Amphistichus","koelzi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Amphistichus","rhodoterus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Brachyistius","frenatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Cymatogaster","aggregata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Ditrema","temminckii temminckii",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Embiotoca","jacksoni",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Embiotoca","lateralis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Hyperprosopon","anale",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Hyperprosopon","argenteum",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Hyperprosopon","ellipticum",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Hypsurus","caryi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Micrometrus","aurora",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Micrometrus","minimus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Neoditrema","ransonnetii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Phanerodon","atripes",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Phanerodon","furcatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Rhacochilus","vacca",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Embiotocidae","Zalembius","rosaceus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Emmelichthys","karnellai",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Emmelichthys","nitidus cyanescens",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Emmelichthys","nitidus nitidus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Emmelichthys","ruber",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Emmelichthys","struhsakeri",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Erythrocles","acarina",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Erythrocles","monodi",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Erythrocles","schlegelii",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Erythrocles","scintillans",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Plagiogeneion","macrolepis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Emmelichthyidae","Plagiogeneion","rubiginosum",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Enoplosidae","Enoplosus","armatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Ephippidae","Chaetodipterus","faber",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Ephippidae","Chaetodipterus","lippei",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Ephippidae","Chaetodipterus","zonatus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Ephippidae","Ephippus","goreensis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Ephippidae","Ephippus","orbis",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Ephippidae","Parapsettus","panamensis",1
