"","geo","taxo","stockid","assessid","m.slope.before","m.slope.after","mcont.slope.before","mcont.slope.after","m.diff","mcont.diff","model.diff","mss.slope.before","mss.slope.after","mss.slope.diff","m.pre.positive","mcont.pre.positive","mss.pre.positive","m.post.positive","mcont.post.positive","mss.post.positive"
"93","NEPac","Pelagic","HERRCC","DFO-PAC-HERRCC-1951-2007-COLLIE",0.0196740652832445,-0.0598213553578501,0.0220354120090574,-0.0455838236286839,-0.0794954206410946,-0.0676192356377413,-0.0118761850033533,0.012521,-0.05903,-0.071551,1,1,1,0,0,0
"94","NEAtl","Pelagic","HERRNIRS","HAWG-HERRNIRS-1960-2006-JENNINGS",0.0228884071988728,-0.0241925279292506,0.0102019663401466,-0.0733524862568147,-0.0470809351281234,-0.0835544525969613,0.0364735174688378,0.029208,0.025224,-0.003984,1,1,1,0,0,1
"95","NEAtl","Pelagic","HERRNS","HAWG-HERRNS-1960-2007-MINTO",-0.0233983536482940,0.099886553088964,-0.0181656156139194,0.121515203631046,0.123284906737258,0.139680819244965,-0.0163959125077071,-0.027511,0.038394,0.065905,0,0,0,1,1,1
"96","NWAtl","Pelagic","HERRNWATLC","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",-0.0683269760642827,0.0385965278327876,-0.0274105619376916,0.155500568194476,0.106923503897070,0.182911130132168,-0.0759876262350978,-0.028168,0.038718,0.066886,0,0,0,1,1,1
"97","NEPac","Pelagic","HERRPRD","DFO-PAC-HERRPRD-1951-2007-COLLIE",0.00246738602387705,-0.0194578719361764,0.00374068015231128,-0.0117806573382642,-0.0219252579600535,-0.0155213374905755,-0.006403920469478,0.0077121,-0.034851,-0.0425631,1,1,1,0,0,0
"98","NEPac","Pelagic","HERRPWS","ADFG-HERRPWS-1980-2006-COLLIE",0.0596665288425628,-0.0798885097413938,-0.0234445087382892,-0.125599580410862,-0.139555038583957,-0.102155071672573,-0.0373999669113834,0.041036,-0.15241,-0.193446,1,0,1,0,0,0
"99","NEPac","Pelagic","HERRQCI","DFO-PAC-HERRQCI-1951-2007-COLLIE",0.0456601523321047,-0.0467745689286209,0.0357972531976795,-0.106242049003831,-0.0924347212607256,-0.142039302201511,0.0496045809407854,0.0183,-0.036066,-0.054366,1,1,1,0,0,0
"100","NEAtl","Pelagic","HERRRIGA","WGBFAS-HERRRIGA-1976-2007-JENNINGS",0.0390261206466837,-0.0211688964296838,0.058694971747561,-0.00598338638856528,-0.0601950170763675,-0.0646783581361263,0.00448334105975879,0.053605,-0.010788,-0.064393,1,1,1,0,0,0
"101","NEPac","Pelagic","HERRSITKA","ADFG-HERRSITKA-1978-2007-COLLIE",0.0672498340675987,0.0676830358133481,0.0401148969516047,0.049526570537205,0.000433201745749401,0.00941167358560032,-0.00897847183985092,0.071164,0.027257,-0.043907,1,1,1,1,1,1
"102","NEPac","Pelagic","HERRSOG","DFO-PAC-HERRSOG-1951-2007-COLLIE",0.0229572056588678,-0.000813461096184073,0.0258213084579152,0.0164553940157195,-0.0237706667550519,-0.00936591444219573,-0.0144047523128561,0.016199,-0.015358,-0.031557,1,1,1,0,1,0
"103","NEAtl","Pelagic","HERRVIa","HAWG-HERRVIa-1957-2006-MINTO",-0.0377322075844285,0.000292344396354137,-0.0375981900389209,0.000918876421601947,0.0380245519807826,0.0385170664605229,-0.000492514479740261,-0.022202,-0.025057,-0.002855,0,0,0,1,1,0
"104","NEPac","Pelagic","HERRWCVANI","DFO-PAC-HERRWCVANI-1951-2007-COLLIE",0.0286982896125060,-0.156198820757529,0.0266480784212503,-0.168560388234219,-0.184897110370036,-0.195208466655469,0.0103113562854336,0.014028,-0.1783,-0.192328,1,1,1,0,0,0
"105","Aust-NZ","Other demersal","HOKIENZ","NZMFishHOKIWG-HOKIENZ-1972-2007-FRANCIS",-0.000291917492657617,-0.0679847066502485,-0.000948711714068997,-0.0689022868125144,-0.0676927891575909,-0.0679535750984454,0.000260785940854519,-0.00021053,-0.052949,-0.05273847,0,0,0,0,0,0
"106","Aust-NZ","Other demersal","HOKIWNZ","NZMFishHOKIWG-HOKIWNZ-1972-2007-FRANCIS",-0.0101644292063457,-0.111732837303616,-0.00890619808544959,-0.109975014414129,-0.101568408097271,-0.101068816328679,-0.000499591768591101,-0.030994,-0.081249,-0.050255,0,0,0,0,0,0
"107","NEPac","Other demersal","KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",0.0131824202714041,-0.0608879032564638,0.0278531810832439,-0.04998962379624,-0.0740703235278679,-0.0778428048794839,0.00377248135161597,0.025586,-0.064329,-0.089915,1,1,1,0,0,0
"108","SAfr","Pelagic","KINGKLIPSA","MARAM-KINGKLIPSA-1932-2008-DEDECKER",-0.0112667423446534,0.00193777348902627,-0.0119556856545167,-0.00603235499762707,0.0132045158336797,0.00592333065688962,0.00728118517679008,-0.012436,0.0056794,0.0181154,0,0,0,1,0,1
"109","NEPac","Other demersal","LINGCODNPCOAST","PFMC-LINGCODNPCOAST-1956-2005-STANTON",-0.0425027703574020,0.157488149659821,-0.0586664211983277,0.0605062446142671,0.199990920017223,0.119172665812595,0.0808182542046283,-0.058908,0.13952,0.198428,0,0,0,1,1,1
"110","NEPac","Other demersal","LINGCODSPCOAST","PFMC-LINGCODSPCOAST-1956-2005-STANTON",-0.0510560890101531,0.0525385972873581,-0.0624082150326612,-0.0155741588476901,0.103594686297511,0.0468340561849711,0.0567606301125402,-0.059069,0.040434,0.099503,0,0,0,1,0,1
"111","NEPac","Shark/Skate","LNOSESKAPCOAST","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",-0.00446598678289115,-0.00995853391346126,-0.00438834081870803,-0.00828800383110972,-0.00549254713057011,-0.00389966301240169,-0.00159288411816843,-0.0043343,-0.0058623,-0.001528,0,0,0,0,0,0
"112","NEPac","Other demersal","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1962-2005-STANTON",-0.00187406940647387,-0.0173966591739826,-0.00401387034095942,-0.0250999425381305,-0.0155225897675087,-0.0210860721971711,0.00556348242966243,-0.0041267,-0.017371,-0.0132443,0,0,0,0,0,0
"113","NWAtl","Pelagic","MACKGOMCHATT","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",0.0336464604374722,0.0668098352993662,0.0276213544377445,0.0380085044215468,0.0331633748618940,0.0103871499838023,0.0227762248780916,0.049475,0.050396,0.000921000000000005,1,1,1,1,1,1
"114","NEAtl","Pelagic","MACKNEICES","WGMHSA-MACKNEICES-1972-2007-JENNINGS",-0.0285853653459686,-0.0158015508099470,-0.0217013433292637,-0.00490184928349754,0.0127838145360216,0.0167994940457661,-0.00401567950974453,-0.024146,-0.0088193,0.0153267,0,0,0,0,0,0
"115","NorthMidAtl","Pelagic","MENATGM","SEFSC-MENATGM-1964-2004-GILROY",0.0429638293001751,0.0159558974478334,0.0445042925644467,0.0223547448532694,-0.0270079318523417,-0.0221495477111773,-0.00485838414116437,0.044911,-0.0081267,-0.0530377,1,1,1,1,1,0
"116","Aust-NZ","Other demersal","MORWONGSE","CSIRO-MORWONGSE-1913-2007-FULTON",-0.00784768329300258,-0.0644173357617689,-0.0101799284615452,-0.117252978146178,-0.0565696524687663,-0.107073049684633,0.0505033972158665,-0.014633,-0.050331,-0.035698,0,0,0,0,0,0
"117","NorthMidAtl","Other demersal","MUTSNAPSATLCGM","SEFSC-MUTSNAPSATLCGM-1981-2006-JENSEN",-0.0523483072174005,0.0635140396973306,-0.0669159502041204,0.0568372033284173,0.115862346914731,0.123753153532538,-0.00789080661780658,-0.046218,0.055458,0.101676,0,0,0,1,1,1
"118","NEPac","Other demersal","NROCKBSAI","AFSC-NROCKBSAI-1974-2009-STANTON",0.0387728640369719,0.0132302724849043,0.0386270622321046,0.013140745060863,-0.0255425915520675,-0.0254863171712416,-5.62743808259734e-05,0.037487,0.012726,-0.024761,1,1,1,1,1,1
"119","NEPac","Other demersal","NROCKGA","AFSC-NROCKGA-1959-2008-MELNYCHUK",-0.0231682897122320,-0.0219501654238686,-0.0124116921838036,0.0107414545154725,0.00121812428836333,0.0231531466992761,-0.0219350224109127,-0.019697,-0.023933,-0.004236,0,0,0,0,1,0
"120","NEPac","Pleuronectiformes","NRSOLEEBSAI","AFSC-NRSOLEEBSAI-1971-2008-STANTON",0.108124774482952,0.0296319051221001,0.133137322653498,0.0546444532926464,-0.0784928693608514,-0.0784928693608514,-1.38777878078145e-17,0.11506,0.036469,-0.078591,1,1,1,1,1,1
"121","Aust-NZ","Other demersal","NZLINGESE","CSIRO-NZLINGESE-1968-2007-FULTON",-0.0149521266094473,-0.0494249190815618,-0.0165383326291528,-0.0526439842391994,-0.0344727924721145,-0.0361056516100466,0.00163285913793212,-0.017316,-0.057601,-0.040285,0,0,0,0,0,0
"122","Aust-NZ","Other demersal","NZLINGLIN3-4","NZMFishMIDDEPTHSWG-NZLINGLIN3-4-1972-2007-JENSEN",0.00743632959334218,-0.0206738511923286,-0.00197906717839695,-0.0338277143293171,-0.0281101807856708,-0.0318486471509202,0.00373846636524936,-0.0082458,-0.019971,-0.0117252,1,0,0,0,0,0
"123","Aust-NZ","Other demersal","NZLINGLIN5-6","NZMFishMIDDEPTHSWG-NZLINGLIN5-6-1972-2007-JENSEN",-0.00143618082966062,-0.0149002769833588,-0.00437913200987205,-0.0190117528968895,-0.0134640961536982,-0.0146326208870174,0.00116852473331925,-0.0021384,-0.017294,-0.0151556,0,0,0,0,0,0
"124","Aust-NZ","Other demersal","NZLINGLIN6b","NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN",0.00139186890993777,-0.032352532264513,-0.00496372369918935,-0.0358481081995329,-0.0337444011744508,-0.0308843845003436,-0.00286001667410721,-0.007437,-0.039026,-0.031589,1,0,0,0,0,0
"125","Aust-NZ","Other demersal","NZLINGLIN72","NZMFishMIDDEPTHSWG-NZLINGLIN72-1972-2007-JENSEN",-0.0155642274737115,-0.00078915094429647,-0.0231077206624773,-0.0113278546638957,0.0147750765294150,0.0117798659985816,0.00299521053083347,-0.021963,-0.01359,0.008373,0,0,0,0,0,0
"126","Aust-NZ","Other demersal","NZLINGLIN7WC","NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1972-2008-JENSEN",-0.0119542149569520,-0.00238210317752255,-0.0184369700316667,-0.0104325833356650,0.00957211177942944,0.0080043866960017,0.00156772508342774,-0.01805,0.0044556,0.0225056,0,0,0,0,0,1
"127","Aust-NZ","Other demersal","NZLINGWSE","CSIRO-NZLINGWSE-1968-2007-FULTON",-0.00426238359437877,-0.0175554763047460,-0.00408504414196997,-0.0171955815336811,-0.0132930927103672,-0.0131105373917111,-0.000182555318656108,-0.0099828,-0.028266,-0.0182832,0,0,0,0,0,0
"128","Aust-NZ","Other demersal","NZSNAPNZ8","NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN",-0.0443185499001791,-0.0154476154779203,-0.0453569436781427,-0.0335453356081434,0.0288709344222588,0.0118116080699993,0.0170593263522595,-0.036824,-0.028479,0.008345,0,0,0,0,0,0
"129","Aust-NZ","Other demersal","OROUGHYNZMEC","NIWA-OROUGHYNZMEC-1981-2004-JENSEN",-0.111902852260341,0.00292484828343884,-0.149617690658464,-0.0198698342648771,0.114827700543780,0.129747856393587,-0.0149201558498068,-0.12741,-0.0087617,0.1186483,0,0,0,1,0,0
"130","Aust-NZ","Other demersal","OROUGHYSE","CSIRO-OROUGHYSE-1978-2007-FULTON",-0.00964587213741997,-0.0797259285758564,-0.107265026635416,-0.145044627541427,-0.0700800564384364,-0.0377796009060112,-0.0323004555324252,-0.0587,-0.10018,-0.04148,0,0,0,0,0,0
"131","NEPac","Gadidae","PCODBSAI","AFSC-PCODBSAI-1964-2008-MELNYCHUK",0.0766921105911728,-0.00031835198365858,0.033784595142035,-0.0297646861154198,-0.0770104625748314,-0.0635492812574548,-0.0134611813173766,0.042246,-0.017387,-0.059633,1,1,1,0,0,0
"132","NEPac","Gadidae","PCODGA","AFSC-PCODGA-1964-2008-MELNYCHUK",0.0960128132613502,-0.0209171021977088,0.0683719080806216,-0.03988635085115,-0.116929915459059,-0.108258258931772,-0.00867165652728735,0.062161,-0.019766,-0.081927,1,1,1,0,0,0
"133","NEPac","Other demersal","PERCHEBSAI","AFSC-PERCHEBSAI-1974-2009-STANTON",0.0822093865036836,0.0274813138765223,0.103283855543558,0.0404217773220591,-0.0547280726271613,-0.0628620782214988,0.00813400559433743,0.081589,0.030378,-0.051211,1,1,1,1,1,1
"134","NEPac","Other demersal","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2008-BRANCH",0.0249452126884110,-0.0335604869468115,-0.00181818565173550,-0.090410842898103,-0.0585056996352224,-0.0885926572463674,0.030086957611145,0.00201,-0.062438,-0.064448,1,0,1,0,0,0
"135","NEAtl","Pleuronectiformes","PLAIC7d","WGNSSK-PLAIC7d-1979-2006-MINTO",0.0808984496238648,-0.0456995813012649,0.0414726396523958,-0.0673837767855729,-0.126598030925130,-0.108856416437969,-0.0177416144871610,0.027624,-0.037616,-0.06524,1,1,1,0,0,0
"136","NEAtl","Pleuronectiformes","PLAICCELT","WGSSDS-PLAICCELT-1976-2006-JENNINGS",0.0842936457146799,-0.0674492025798938,0.0516580616795496,-0.0960053386106328,-0.151742848294574,-0.147663400290182,-0.00407944800439133,0.065985,-0.059241,-0.125226,1,1,1,0,0,0
"137","NEAtl","Pleuronectiformes","PLAICECHW","WGSSDS-PLAICECHW-1975-2006-JENNINGS",0.078488186964328,-0.0153375633998250,0.0402747391485697,-0.0535510112155833,-0.093825750364153,-0.093825750364153,-2.77555756156289e-17,0.050525,-0.039179,-0.089704,1,1,1,0,0,0
"138","NEAtl","Pleuronectiformes","PLAICIIIa","WGNSSK-PLAICIIIa-1976-2006-MINTO",-0.0265393929690787,-0.0556848279631907,-0.0114649817893818,-0.0442533994852539,-0.029145434994112,-0.0327884176958721,0.00364298270176007,-0.013681,-0.032048,-0.018367,0,0,0,0,0,0
"139","NEAtl","Pleuronectiformes","PLAICIS","WGNSDS-PLAICIS-1962-2006-MINTO",-0.0198029383477242,0.054509807974501,-0.0266081950863644,0.0330732492477845,0.0743127463222252,0.0596814443341488,0.0146313019880764,-0.025648,0.048187,0.073835,0,0,0,1,1,1
"140","NEAtl","Pleuronectiformes","PLAICNS","WGNSSK-PLAICNS-1956-2006-MINTO",0.00214610773435469,-0.00956260610685057,-0.0033017097868385,-0.0365747013161001,-0.0117087138412053,-0.0332729915292616,0.0215642776880563,-0.00088823,-0.025006,-0.02411777,1,0,0,0,0,0
"141","NWAtl","Gadidae","POLL4VWX5Zc","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE",-0.0543084478615099,0.00640050068655093,-0.120180388661239,-0.0183014771133473,0.0607089485480609,0.101878911547891,-0.0411699629998304,-0.05606,0.00037357,0.05643357,0,0,0,1,0,1
"142","NEAtl","Gadidae","POLLFAPL","NWWG-POLLFAPL-1958-2006-MINTO",-0.0056220852212778,0.0423238983113269,-0.0147853742982686,0.0068161531379875,0.0479459835326047,0.0216015274362561,0.0263444560963486,-0.011911,0.035452,0.047363,0,0,0,1,1,1
"143","NEAtl","Gadidae","POLLNEAR","AFWG-POLLNEAR-1957-2006-MINTO",-0.0545868305702929,0.113718621126397,-0.0446731621905275,0.154695117096094,0.168305451696690,0.199368279286622,-0.0310628275899315,-0.027508,0.13393,0.161438,0,0,0,1,1,1
"144","NEAtl","Gadidae","POLLNS-VI-IIIa","WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO",-0.0483443267568872,0.0783574206500662,-0.05170062532159,0.0699666742383094,0.126701747406953,0.121667299559899,0.00503444784705408,-0.031329,0.078113,0.109442,0,0,0,1,1,1
"145","NEPac","Other demersal","POPERCHGA","AFSC-POPERCHGA-1959-2008-MELNYCHUK",-0.0900810482510013,0.0746874384509222,-0.068598370398393,0.139977929963751,0.164768486701924,0.208576300362144,-0.0438078136602208,-0.069773,0.085311,0.155084,0,0,0,1,1,1
"146","NEPac","Other demersal","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1953-2007-BRANCH",-0.0398747713117252,0.0193814348947425,-0.0429108899424483,0.00531706182595184,0.0592562062064677,0.0482279517684001,0.0110282544380676,-0.039839,0.017427,0.057266,0,0,0,1,1,1
"147","NEPac","Pleuronectiformes","PSOLENPCOAST","NWFSC-PSOLENPCOAST-1910-2005-STANTON",-0.0267945380928436,0.112399052011120,-0.0293245747820151,0.0323776058707494,0.139193590103963,0.0617021806527645,0.0774914094511986,-0.029991,0.10498,0.134971,0,0,0,1,1,1
"148","NEPac","Pleuronectiformes","PSOLESPCOAST","NWFSC-PSOLESPCOAST-1874-2005-STANTON",-0.0206118502472666,0.0872438121961764,-0.0220347101491086,-0.00629906306492085,0.107855662443443,0.0157356470841877,0.0921200153592553,-0.022622,0.1089,0.131522,0,0,0,1,0,1
"149","HighSeas","Other demersal","PTOOTHFISHPEI","MARAM-PTOOTHFISHPEI-1960-2008-DEDECKER",-0.000371081367123613,-0.0775164662119251,0.00331801455108753,-0.0655570441502733,-0.0771453848448015,-0.0688750587013608,-0.00827032614344071,-0.00047452,-0.0619,-0.06142548,0,1,0,0,0,0
"150","NEPac","Pleuronectiformes","REXSOLEGA","AFSC-REXSOLEGA-1979-2008-STANTON",0.0146772319960968,0.000617717994457206,0.0142288175467849,0.000469345566376043,-0.0140595140016396,-0.0137594719804088,-0.000300042021230794,0.023478,0.010277,-0.013201,1,1,1,1,1,1
"151","NEPac","Other demersal","REYEROCKBSAI","AFSC-REYEROCKBSAI-1974-2009-STANTON",0.0140372042560204,0.00521025622806113,0.008768110790653,0.00197484795985305,-0.00882694802795931,-0.00679326283079994,-0.00203368519715937,4.3716e-05,0.0021145,0.002070784,1,1,1,1,1,1
"152","NEPac","Other demersal","REYEROCKGA","AFSC-REYEROCKGA-1974-2007-MELNYCHUK",-0.0199261428183971,0.00752388700471206,-0.0208753531643709,0.0067910407817176,0.0274500298231091,0.0276663939460885,-0.000216364122979325,-0.020735,0.0070953,0.0278303,0,0,0,1,1,1
"153","NorthMidAtl","Other demersal","RPORGYSATLC","SEFSC-RPORGYSATLC-1972-2004-JENSEN",-0.09820580485111,0.0593836509118119,-0.117938111817850,0.0181843286735645,0.157589455762922,0.136122440491414,0.0214670152715079,-0.10204,0.055002,0.157042,0,0,0,1,1,1
"154","NorthMidAtl","Other demersal","RSNAPEGM","SEFSC-RSNAPEGM-1872-2003-STANTON",-0.110080425359558,0.0921577045581322,-0.117631906774717,0.0441380278668626,0.20223812991769,0.161769934641580,0.0404681952761102,-0.09992,0.061245,0.161165,0,0,0,1,1,1
"155","NorthMidAtl","Other demersal","RSNAPSATLC","SEFSC-RSNAPSATLC-1945-2006-JENSEN",-0.125633422758529,0.0320833800965988,-0.121458027154291,0.0696967354981085,0.157716802855128,0.191154762652400,-0.0334379597972718,-0.094735,0.0098166,0.1045516,0,0,0,1,1,1
"156","NEPac","Other demersal","SABLEFEBSAIGA","AFSC-SABLEFEBSAIGA-1956-2008-MELNYCHUK",-0.0125527698393104,-0.00847415777759752,-0.0149739532526376,-0.0163232229606710,0.00407861206171293,-0.00134926970803347,0.00542788176974639,-0.0050797,-0.012274,-0.0071943,0,0,0,0,0,0
"157","NEPac","Other demersal","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2007-BRANCH",-0.00548266937821038,-0.0149677294550426,-0.00675869822706706,-0.0542431468176462,-0.00948506007683221,-0.0474844485905792,0.0379993885137470,-0.008913,-0.00986,-0.000947,0,0,0,0,0,0
"158","NEPac","Pelagic","SARDNPAC","NMFS-SARDNPAC-1981-2008-STANTON",0.473645417911315,0.0787240606962571,0.49588826849084,0.086719856656217,-0.394921357215058,-0.409168411834623,0.0142470546195653,0.41546,0.086981,-0.328479,1,1,1,1,1,1
"159","NEPac","Pelagic","SARDPCOAST","SWFSC-SARDPCOAST-1981-2007-PINSKY",0.505336560109004,0.0715301923769066,0.545658593999431,0.0878368972590644,-0.433806367732098,-0.457821696740367,0.0240153290082689,0.46005,0.071439,-0.388611,1,1,1,1,1,1
"160","NEAtl","Pelagic","SARDPVIIIc-IXa","WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS",0.00410556941553535,-0.00438593402145684,-0.00334055615366387,-0.00936826804202397,-0.00849150343699219,-0.0060277118883601,-0.00246379154863209,0.023258,0.007116,-0.016142,1,0,1,0,0,1
"161","NEPac","Other demersal","SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH",-0.0248840594710123,-0.0774242800578761,-0.0181450074534115,-0.0221640535135491,-0.0525402205868638,-0.00401904606013760,-0.0485211745267262,-0.024516,-0.058937,-0.034421,0,0,0,0,0,0
"162","Aust-NZ","Gadidae","SBWHITACIR","NZMFishMIDDEPTHSWG-SBWHITACIR-1979-2006-JENSEN",-0.0507901825859116,0.0202220019297206,-0.0130924805530435,0.0447255082510849,0.0710121845156322,0.0578179888041284,0.0131941957115038,-0.06461,0.051416,0.116026,0,0,0,1,1,1
"163","NorthMidAtl","Pleuronectiformes","SFLOUNMATLC","NEFSC-SFLOUNMATLC-1940-2007-BAUM",-0.137066731086726,0.0927848859987242,-0.0719725577312318,0.114323399241351,0.22985161708545,0.186295956972583,0.0435556601128672,-0.094383,0.09432,0.188703,0,0,0,1,1,1
"164","Aust-NZ","Other demersal","SILVERFISHSE","CSIRO-SILVERFISHSE-1978-2006-FULTON",-0.0284847924888215,-0.0138550884283887,-0.0384491033761573,-0.0214113575179517,0.0146297040604328,0.0170377458582056,-0.00240804179777281,-0.044163,-0.0092636,0.0348994,0,0,0,0,0,0
"165","HighSeas","Pelagic","SKJCWPAC","SPC-SKJCWPAC-1972-2006-JENSEN",0.0269215872215927,0.00989212867463982,0.0184245239065729,-0.00356155490747476,-0.0170294585469528,-0.0219860788140477,0.00495662026709485,0.0097737,0.0065136,-0.0032601,1,1,1,1,0,1
"166","Aust-NZ","Other demersal","SMOOTHOREOCR","NZMFishDEEPWATER-SMOOTHOREOCR-1979-2006-JENSEN",-0.0212789536875156,-0.0206398187986357,-0.0242966438781562,-0.0226013174225521,0.000639134888879905,0.00169532645560411,-0.00105619156672421,-0.022247,-0.020324,0.001923,0,0,0,0,0,0
"167","Aust-NZ","Other demersal","SMOOTHOREOWECR","NZMFishDEEPWATER-SMOOTHOREOWECR-1973-2004-JENSEN",-0.0400789255386009,-0.0217222095694956,-0.0500383870252305,-0.0404372415938216,0.0183567159691053,0.0096011454314089,0.0087555705376964,-0.048125,-0.020346,0.027779,0,0,0,0,0,0
"168","NorthMidAtl","Other demersal","SNOWGROUPSATLC","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON",-0.0779263646723357,-0.0437469984555606,-0.082440226586291,-0.0755492073947911,0.0341793662167751,0.00689101919149994,0.0272883470252752,-0.070672,-0.058931,0.011741,0,0,0,0,0,0
"169","NEAtl","Pleuronectiformes","SOLECS","WGSSDS-SOLECS-1970-2006-JENNINGS",-0.0537917558303348,0.0303895828994125,-0.0554649563119481,0.0274614820565891,0.0841813387297473,0.0829264383685372,0.00125490036121007,-0.047981,0.0052343,0.0532153,0,0,0,1,1,1
"170","NEAtl","Pleuronectiformes","SOLEIS","WGNSDS-SOLEIS-1968-2006-MINTO",-0.0124795327014427,-0.0200667695142468,-0.0193422240907094,-0.0332774504385852,-0.0075872368128041,-0.0139352263478758,0.00634798953507168,-0.031254,-0.039867,-0.008613,0,0,0,0,0,0
"171","NEAtl","Pleuronectiformes","SOLENS","WGNSSK-SOLENS-1956-2006-MINTO",-0.0199220634570321,-0.0558482003820668,-0.0126467689543015,-0.0197748651393609,-0.0359261369250347,-0.0071280961850594,-0.0287980407399753,0.0058365,-0.067382,-0.0732185,0,0,1,0,0,0
"172","NEAtl","Pleuronectiformes","SOLEVIId","WGNSSK-SOLEVIId-1981-2006-MINTO",0.0056723122772047,-0.00898557499745575,0.0206818206136505,-0.00335700937128857,-0.0146578872746604,-0.0240388299849391,0.00938094271027864,0.022323,0.0024511,-0.0198719,1,1,1,0,0,1
"173","NEAtl","Pleuronectiformes","SOLEVIIe","WGSSDS-SOLEVIIe-1968-2006-JENNINGS",0.0081877547789545,-0.0108413491618060,-0.000521820239562621,-0.0292040364925129,-0.0190291039407605,-0.0286822162529503,0.0096531123121898,-0.003445,-0.014941,-0.011496,1,0,0,0,0,0
"174","Aust-NZ","Other demersal","SOUTHHAKECR","NZMFishMIDDEPTHSWG-SOUTHHAKECR-1975-2006-JENSEN",0.0139167877641359,-0.0647512571641984,0.0101985597901019,-0.0689652488681035,-0.0786680449283342,-0.0791638086582054,0.00049576372987116,0.0043681,-0.076818,-0.0811861,1,1,1,0,0,0
"175","Aust-NZ","Other demersal","SOUTHHAKESA","NZMFishMIDDEPTHSWG-SOUTHHAKESA-1975-2007-JENSEN",0.0266672900375153,-0.0357849693400684,0.0129919078267034,-0.0494603515508803,-0.0624522593775837,-0.0624522593775837,-2.08166817117217e-17,0.010254,-0.042061,-0.052315,1,1,1,0,0,0
"176","NorthMidAtl","Pelagic","SPANMACKSATLC","SEFSC-SPANMACKSATLC-1950-2008-JENSEN",-0.0430303978627639,0.0299677686016009,-0.038817592757841,0.0566385420967383,0.0729981664643649,0.0954561348545793,-0.0224579683902144,-0.037264,0.028193,0.065457,0,0,0,1,1,1
"177","NEAtl","Pelagic","SPRAT22-32","WGBFAS-SPRAT22-32-1973-2007-JENNINGS",-0.0229356375378237,-0.0144270866818972,0.0290395747851609,0.0440450271814604,0.0085085508559264,0.0150054523962995,-0.00649690154037309,0.014001,0.0097027,-0.0042983,0,1,1,0,1,1
"178","NEPac","Other demersal","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2005-STANTON",-0.00247749429735049,-0.00639662994168891,-0.00304695873170496,-0.0286057428815135,-0.00391913564433842,-0.0255587841498085,0.0216396485054701,-0.0040867,-0.0073939,-0.0033072,0,0,0,0,0,0
"179","NEPac","Pleuronectiformes","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",0.0278759069411154,-0.0815222149765818,0.0498150097860909,-0.0332561887176359,-0.109398121917697,-0.0830711985037268,-0.0263269234139704,0.044794,-0.10242,-0.147214,1,1,1,0,0,0
"180","NEPac","Pleuronectiformes","STFLOUNSPCOAST","SWFSC-STFLOUNSPCOAST-1970-2005-STANTON",0.0333531744267595,0.0246426432637381,0.0190346735528995,-0.00685805865875389,-0.00871053116302137,-0.0258927322116534,0.0171822010486320,0.0055377,-0.011408,-0.0169457,1,1,1,1,0,0
"181","NWAtl","Other demersal","STRIPEDBASSGOMCHATT","NEFSC-STRIPEDBASSGOMCHATT-1982-2006-SHEPHERD",0.180688745813862,0.0660212595339844,0.242574974277376,0.0892285952078019,-0.114667486279878,-0.153346379069574,0.0386788927896958,0.20596,0.065097,-0.140863,1,1,1,1,1,1
"182","Aust-NZ","Other demersal","SWHITSE","CSIRO-SWHITSE-1945-2007-FULTON",-0.0136492579835693,-0.0446071015185339,-0.0138310585919592,-0.0460521490013981,-0.0309578435349646,-0.0322210904094388,0.00126324687447424,-0.016232,-0.026528,-0.010296,0,0,0,0,0,0
"183","HighSeas","Pelagic","SWORDNATL","ICCAT-SWORDNATL-1978-2007-JENSEN",-0.0622292320577687,0.00358960403255815,-0.0684745251834053,-0.00182298334299361,0.0658188360903268,0.0666515418404117,-0.0008327057500849,-0.047923,0.011475,0.059398,0,0,0,1,0,1
"184","Aust-NZ","Other demersal","TIGERFLATSE","CSIRO-TIGERFLATSE-1913-2006-FULTON",-0.0180292935032436,-0.00383707683090474,-0.013752207367617,0.105977109701310,0.0141922166723389,0.119729317068927,-0.105537100396588,-0.0093944,-0.0086469,0.0007475,0,0,0,0,1,0
