"assessid","tsyear","pt_avail","ssb","r","total","f","cpue","catch_landings"
"713","AFSC-NROCKBSAI-1974-2009-STANTON",1985,4,42500,24896,131080,NA,NA,195
"714","AFSC-NROCKBSAI-1974-2009-STANTON",1986,4,44278,18926,134464,NA,NA,270
"715","AFSC-NROCKBSAI-1974-2009-STANTON",1987,4,46096,20179,142109,NA,NA,385
"716","AFSC-NROCKBSAI-1974-2009-STANTON",1988,4,47913,65467,148258,NA,NA,534
"717","AFSC-NROCKBSAI-1974-2009-STANTON",1989,4,49741,39528,154271,NA,NA,384
"718","AFSC-NROCKBSAI-1974-2009-STANTON",1990,4,51553,16960,160284,NA,NA,1481
"719","AFSC-NROCKBSAI-1974-2009-STANTON",1991,4,53160,12975,167202,NA,NA,859
"720","AFSC-NROCKBSAI-1974-2009-STANTON",1992,4,54959,17214,174588,NA,NA,1857
"721","AFSC-NROCKBSAI-1974-2009-STANTON",1993,4,56101,44225,179951,NA,NA,5389
"722","AFSC-NROCKBSAI-1974-2009-STANTON",1994,4,56430,45006,180803,NA,NA,4727
"723","AFSC-NROCKBSAI-1974-2009-STANTON",1995,4,57170,59988,181675,NA,NA,4124
"724","AFSC-NROCKBSAI-1974-2009-STANTON",1996,4,58017,26286,183780,NA,NA,6724
"725","AFSC-NROCKBSAI-1974-2009-STANTON",1997,4,58750,15434,183677,NA,NA,2161
"726","AFSC-NROCKBSAI-1974-2009-STANTON",1998,4,60653,10273,189329,NA,NA,3791
"727","AFSC-NROCKBSAI-1974-2009-STANTON",1999,4,61908,NA,192504,NA,NA,5650
"728","AFSC-NROCKBSAI-1974-2009-STANTON",2000,4,62657,NA,193252,NA,NA,5162
"729","AFSC-NROCKBSAI-1974-2009-STANTON",2001,4,63203,NA,193408,NA,NA,6488
"730","AFSC-NROCKBSAI-1974-2009-STANTON",2002,4,63486,NA,192445,NA,NA,4056
"731","AFSC-NROCKBSAI-1974-2009-STANTON",2003,4,64320,NA,193734,NA,NA,4929
"732","AFSC-NROCKBSAI-1974-2009-STANTON",2004,4,64866,NA,194032,NA,NA,4684
"733","AFSC-NROCKBSAI-1974-2009-STANTON",2005,4,65538,NA,194573,NA,NA,3964
"734","AFSC-NROCKBSAI-1974-2009-STANTON",2006,4,66419,NA,195919,NA,NA,3829
"735","AFSC-NROCKBSAI-1974-2009-STANTON",2007,4,67519,NA,197955,NA,NA,4015
"736","AFSC-NROCKBSAI-1974-2009-STANTON",2008,4,68488,NA,199321,NA,NA,885
"737","AFSC-NROCKBSAI-1974-2009-STANTON",2009,4,68233,NA,200179,NA,NA,NA
"738","AFSC-NROCKGA-1959-2008-MELNYCHUK",1959,5,NA,8000,NA,NA,NA,NA
"739","AFSC-NROCKGA-1959-2008-MELNYCHUK",1960,5,NA,8000,NA,NA,NA,NA
"740","AFSC-NROCKGA-1959-2008-MELNYCHUK",1961,5,80449,8000,187340,0.005,NA,800
"741","AFSC-NROCKGA-1959-2008-MELNYCHUK",1962,5,77246,8000,180500,0.02,NA,3250
"742","AFSC-NROCKGA-1959-2008-MELNYCHUK",1963,5,73100,7000,171560,0.045,NA,6815
"743","AFSC-NROCKGA-1959-2008-MELNYCHUK",1964,5,67559,7000,159540,0.089,NA,12170
"744","AFSC-NROCKGA-1959-2008-MELNYCHUK",1965,5,59868,7000,142790,0.149,NA,17430
"745","AFSC-NROCKGA-1959-2008-MELNYCHUK",1966,5,50110,8000,121520,0.099,NA,10040
"746","AFSC-NROCKGA-1959-2008-MELNYCHUK",1967,5,44152,11000,108680,0.065,NA,6000
"747","AFSC-NROCKGA-1959-2008-MELNYCHUK",1968,5,40284,18000,100530,0.059,NA,5010
"748","AFSC-NROCKGA-1959-2008-MELNYCHUK",1969,5,37060,20000,93977,0.046,NA,3630
"749","AFSC-NROCKGA-1959-2008-MELNYCHUK",1970,5,34624,40000,89715,0.03,NA,2245
"750","AFSC-NROCKGA-1959-2008-MELNYCHUK",1971,5,32942,9000,87607,0.055,NA,3875
"751","AFSC-NROCKGA-1959-2008-MELNYCHUK",1972,5,30690,8000,85806,0.059,NA,3880
"752","AFSC-NROCKGA-1959-2008-MELNYCHUK",1973,5,28584,13000,83494,0.046,NA,2820
"753","AFSC-NROCKGA-1959-2008-MELNYCHUK",1974,5,27092,15000,82586,0.043,NA,2550
"754","AFSC-NROCKGA-1959-2008-MELNYCHUK",1975,5,25881,19000,82464,0.044,NA,2520
"755","AFSC-NROCKGA-1959-2008-MELNYCHUK",1976,5,24872,87500,82653,0.04,NA,2275
"756","AFSC-NROCKGA-1959-2008-MELNYCHUK",1977,5,24187,17900,83465,0.011,NA,622
"757","AFSC-NROCKGA-1959-2008-MELNYCHUK",1978,5,24441,24800,90442,0.009,NA,554
"758","AFSC-NROCKGA-1959-2008-MELNYCHUK",1979,5,24967,10000,95514,0.01,NA,670
"759","AFSC-NROCKGA-1959-2008-MELNYCHUK",1980,5,25711,18200,101280,0.012,NA,810
"760","AFSC-NROCKGA-1959-2008-MELNYCHUK",1981,5,26646,17500,106360,0.021,NA,1477
"761","AFSC-NROCKGA-1959-2008-MELNYCHUK",1982,5,27547,37500,110960,0.055,NA,3920
"762","AFSC-NROCKGA-1959-2008-MELNYCHUK",1983,5,27712,17300,112790,0.05,NA,3618
"763","AFSC-NROCKGA-1959-2008-MELNYCHUK",1984,5,28147,49700,115820,0.013,NA,1002
"764","AFSC-NROCKGA-1959-2008-MELNYCHUK",1985,5,29720,16400,120440,0.002,NA,185
"765","AFSC-NROCKGA-1959-2008-MELNYCHUK",1986,5,31802,12200,127520,0.003,NA,248
"766","AFSC-NROCKGA-1959-2008-MELNYCHUK",1987,5,34060,16400,133020,0.005,NA,483
"767","AFSC-NROCKGA-1959-2008-MELNYCHUK",1988,5,36392,13700,137630,0.011,NA,1107
"768","AFSC-NROCKGA-1959-2008-MELNYCHUK",1989,5,38564,8700,141260,0.014,NA,1527
"769","AFSC-NROCKGA-1959-2008-MELNYCHUK",1990,5,40526,17400,143730,0.016,NA,1716
"770","AFSC-NROCKGA-1959-2008-MELNYCHUK",1991,5,42271,11400,145010,0.041,NA,4528
"771","AFSC-NROCKGA-1959-2008-MELNYCHUK",1992,5,42780,9400,143210,0.071,NA,7770
"772","AFSC-NROCKGA-1959-2008-MELNYCHUK",1993,5,41880,5800,137360,0.044,NA,4846
"773","AFSC-NROCKGA-1959-2008-MELNYCHUK",1994,5,41860,42200,133820,0.055,NA,5968
"774","AFSC-NROCKGA-1959-2008-MELNYCHUK",1995,5,41269,15100,128450,0.053,NA,5634
"775","AFSC-NROCKGA-1959-2008-MELNYCHUK",1996,5,40619,10300,125250,0.033,NA,3356
"776","AFSC-NROCKGA-1959-2008-MELNYCHUK",1997,5,40616,18300,123400,0.029,NA,2947
"777","AFSC-NROCKGA-1959-2008-MELNYCHUK",1998,5,40558,26500,121730,0.031,NA,3058
"778","AFSC-NROCKGA-1959-2008-MELNYCHUK",1999,5,40240,7900,120380,0.058,NA,5412
"779","AFSC-NROCKGA-1959-2008-MELNYCHUK",2000,5,38729,7900,117300,0.037,NA,3325
"780","AFSC-NROCKGA-1959-2008-MELNYCHUK",2001,5,37938,8700,115640,0.036,NA,3150
"781","AFSC-NROCKGA-1959-2008-MELNYCHUK",2002,5,37152,9500,114030,0.039,NA,3337
"782","AFSC-NROCKGA-1959-2008-MELNYCHUK",2003,5,36301,10300,112050,0.062,NA,5349
"783","AFSC-NROCKGA-1959-2008-MELNYCHUK",2004,5,34716,11200,107880,0.056,NA,4806
"784","AFSC-NROCKGA-1959-2008-MELNYCHUK",2005,5,33462,11200,104120,0.057,NA,4806
"785","AFSC-NROCKGA-1959-2008-MELNYCHUK",2006,5,32274,NA,100220,0.06,NA,4956
"786","AFSC-NROCKGA-1959-2008-MELNYCHUK",2007,5,31097,NA,94271,0.048,NA,4187
"787","AFSC-NROCKGA-1959-2008-MELNYCHUK",2008,5,29170,NA,93391,NA,NA,NA
"788","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1971,5,NA,164.62,NA,NA,NA,NA
"789","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1972,5,NA,134.38,NA,NA,NA,NA
"790","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1973,5,NA,183.6,NA,NA,NA,NA
"791","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1974,5,NA,191.83,NA,NA,NA,NA
"792","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1975,5,28175,465.91,162245,0.154,NA,NA
"793","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1976,5,47981,262.38,181601,0.117,NA,NA
"794","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1977,5,54241,414.34,195815,0.054,NA,5319
"795","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1978,5,63041,418.93,213909,0.063,NA,7038
"796","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1979,5,71034,593.41,235562,0.047,NA,5874
"797","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1980,5,78298,1136.82,263911,0.066,NA,8798
"798","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1981,5,83495,1130.56,297070,0.063,NA,9021
"799","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1982,5,89156,1043.47,346253,0.075,NA,11843
"800","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1983,5,95524,1563.71,403119,0.078,NA,13619
"801","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1984,5,103167,1472.23,477696,0.204,NA,37679
"802","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1985,5,104360,1318.15,550587,0.091,NA,18750
"803","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1986,5,118892,2164.38,663853,0.081,NA,19611
"804","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1987,5,139711,3176.54,797749,0.141,NA,40822
"805","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1988,5,160810,1095.79,935351,0.266,NA,86366
"806","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1989,5,176466,891.35,1042480,0.186,NA,68912
"807","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1990,5,206095,1940.83,1175130,0.077,NA,35253
"808","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1991,5,254312,951.86,1361840,0.11,NA,60587
"809","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1992,5,302392,494.98,1521660,0.087,NA,56998
"810","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1993,5,360399,827.02,1659440,0.082,NA,63953
"811","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1994,5,426004,423.23,1769460,0.065,NA,59606
"812","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1995,5,494323,417.94,1831510,0.056,NA,58870
"813","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1996,5,559088,579.58,1852000,0.04,NA,46928
"814","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1997,5,616336,331.88,1864490,0.054,NA,67564
"815","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1998,5,648844,454.7,1812160,0.026,NA,33642
"816","AFSC-NRSOLEEBSAI-1971-2008-STANTON",1999,5,675700,585.91,1760150,0.031,NA,40510
"817","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2000,5,686653,1191.61,1696630,0.038,NA,49264
"818","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2001,5,681229,1970.5,1613240,0.023,NA,29255
"819","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2002,5,665509,2332.36,1551420,0.035,NA,41331
"820","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2003,5,639858,1838.27,1512540,0.031,NA,35395
"821","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2004,5,613108,NA,1504710,0.045,NA,47637
"822","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2005,5,571686,NA,1516080,0.036,NA,35456
"823","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2006,5,540960,NA,1580440,0.038,NA,36411
"824","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2007,5,522575,NA,1664730,0.039,NA,36768
"825","AFSC-NRSOLEEBSAI-1971-2008-STANTON",2008,5,NA,NA,1754700,NA,NA,48740
"826","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1964,4,NA,NA,NA,NA,NA,13649
"827","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1965,4,NA,NA,NA,NA,NA,15170
"828","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1966,4,NA,NA,NA,NA,NA,18354
"829","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1967,4,NA,NA,NA,NA,NA,32357
"830","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1968,4,NA,NA,NA,NA,NA,58191
"831","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1969,4,NA,NA,NA,NA,NA,50571
"832","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1970,4,NA,NA,NA,NA,NA,70377
"833","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1971,4,NA,NA,NA,NA,NA,45132
"834","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1972,4,NA,NA,NA,NA,NA,43340
"835","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1973,4,NA,NA,NA,NA,NA,54363
"836","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1974,4,NA,NA,NA,NA,NA,63841
"837","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1975,4,NA,NA,NA,NA,NA,54389
"838","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1976,4,NA,NA,NA,NA,NA,54671
"839","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1977,4,254248,2577000,842241,NA,NA,36597
"840","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1978,4,271985,652000,899016,NA,NA,45838
"841","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1979,4,292994,856000,1052030,NA,NA,39354
"842","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1980,4,340179,398000,1482030,NA,NA,51649
"843","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1981,4,447717,176000,1932570,NA,NA,63941
"844","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1982,4,622090,1312000,2276670,NA,NA,69501
"845","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1983,4,792125,296000,2418520,NA,NA,103231
"846","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1984,4,872225,1063000,2403580,NA,NA,133084
"847","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1985,4,862640,510000,2363850,NA,NA,150384
"848","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1986,4,813255,242000,2293060,NA,NA,142511
"849","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1987,4,782455,146000,2262680,NA,NA,163110
"850","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1988,4,763180,406000,2188110,NA,NA,208236
"851","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1989,4,724445,884000,1992030,NA,NA,182865
"852","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1990,4,675640,755000,1762410,NA,NA,179608
"853","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1991,4,595695,445000,1563070,NA,NA,219266
"854","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1992,4,491365,1014000,1450780,NA,NA,208046
"855","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1993,4,440882,414000,1459860,NA,NA,167389
"856","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1994,4,451689,410000,1528360,NA,NA,193802
"857","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1995,4,473295,506000,1589790,NA,NA,245029
"858","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1996,4,475938,1110000,1569500,NA,NA,240673
"859","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1997,4,481913,454000,1515220,NA,NA,257762
"860","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1998,4,462345,533000,1449180,NA,NA,193253
"861","AFSC-PCODBSAI-1964-2008-MELNYCHUK",1999,4,459272,901000,1522510,NA,NA,173995
"862","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2000,4,474130,587000,1595780,NA,NA,191056
"863","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2001,4,505955,312000,1641550,NA,NA,176659
"864","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2002,4,535905,362000,1702650,NA,NA,197352
"865","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2003,4,546815,326000,1707180,NA,NA,209114
"866","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2004,4,549570,197000,1630540,NA,NA,213810
"867","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2005,4,530935,289000,1491060,NA,NA,205434
"868","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2006,4,484612,1029000,1331050,NA,NA,191906
"869","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2007,4,425560,476000,1165190,NA,NA,173603
"870","AFSC-PCODBSAI-1964-2008-MELNYCHUK",2008,4,372037,NA,1075950,NA,NA,NA
"871","AFSC-PCODGA-1964-2008-MELNYCHUK",1964,4,NA,NA,NA,NA,NA,196
"872","AFSC-PCODGA-1964-2008-MELNYCHUK",1965,4,NA,NA,NA,NA,NA,599
"873","AFSC-PCODGA-1964-2008-MELNYCHUK",1966,4,NA,NA,NA,NA,NA,1376
"874","AFSC-PCODGA-1964-2008-MELNYCHUK",1967,4,NA,NA,NA,NA,NA,2225
"875","AFSC-PCODGA-1964-2008-MELNYCHUK",1968,4,NA,NA,NA,NA,NA,1046
"876","AFSC-PCODGA-1964-2008-MELNYCHUK",1969,4,NA,NA,NA,NA,NA,1335
"877","AFSC-PCODGA-1964-2008-MELNYCHUK",1970,4,NA,NA,NA,NA,NA,1805
"878","AFSC-PCODGA-1964-2008-MELNYCHUK",1971,4,NA,NA,NA,NA,NA,523
"879","AFSC-PCODGA-1964-2008-MELNYCHUK",1972,4,NA,NA,NA,NA,NA,3513
"880","AFSC-PCODGA-1964-2008-MELNYCHUK",1973,4,NA,NA,NA,NA,NA,5963
"881","AFSC-PCODGA-1964-2008-MELNYCHUK",1974,4,NA,NA,NA,NA,NA,5182
"882","AFSC-PCODGA-1964-2008-MELNYCHUK",1975,4,NA,NA,NA,NA,NA,6745
"883","AFSC-PCODGA-1964-2008-MELNYCHUK",1976,4,NA,NA,NA,NA,NA,6764
"884","AFSC-PCODGA-1964-2008-MELNYCHUK",1977,4,42383,567000,130021,NA,NA,2267
"885","AFSC-PCODGA-1964-2008-MELNYCHUK",1978,4,46819,33000,146875,NA,NA,12190
"886","AFSC-PCODGA-1964-2008-MELNYCHUK",1979,4,49013,119000,180466,NA,NA,14904
"887","AFSC-PCODGA-1964-2008-MELNYCHUK",1980,4,48282,293000,225141,NA,NA,35345
"888","AFSC-PCODGA-1964-2008-MELNYCHUK",1981,4,58523,129000,247593,NA,NA,36131
"889","AFSC-PCODGA-1964-2008-MELNYCHUK",1982,4,84423,347000,266290,NA,NA,29465
"890","AFSC-PCODGA-1964-2008-MELNYCHUK",1983,4,90265,15000,287676,NA,NA,36540
"891","AFSC-PCODGA-1964-2008-MELNYCHUK",1984,4,91090,366000,305012,NA,NA,23898
"892","AFSC-PCODGA-1964-2008-MELNYCHUK",1985,4,103996,258000,330223,NA,NA,14428
"893","AFSC-PCODGA-1964-2008-MELNYCHUK",1986,4,120116,77000,364116,NA,NA,25012
"894","AFSC-PCODGA-1964-2008-MELNYCHUK",1987,4,131660,286000,390721,NA,NA,32939
"895","AFSC-PCODGA-1964-2008-MELNYCHUK",1988,4,132230,178000,400823,NA,NA,33802
"896","AFSC-PCODGA-1964-2008-MELNYCHUK",1989,4,142571,223000,405770,NA,NA,43293
"897","AFSC-PCODGA-1964-2008-MELNYCHUK",1990,4,143190,314000,401025,NA,NA,72517
"898","AFSC-PCODGA-1964-2008-MELNYCHUK",1991,4,124241,183000,374683,NA,NA,76328
"899","AFSC-PCODGA-1964-2008-MELNYCHUK",1992,4,111780,205000,356112,NA,NA,80746
"900","AFSC-PCODGA-1964-2008-MELNYCHUK",1993,4,100449,229000,340730,NA,NA,56487
"901","AFSC-PCODGA-1964-2008-MELNYCHUK",1994,4,104843,193000,346463,NA,NA,47484
"902","AFSC-PCODGA-1964-2008-MELNYCHUK",1995,4,116013,313000,358082,NA,NA,68985
"903","AFSC-PCODGA-1964-2008-MELNYCHUK",1996,4,112578,158000,351127,NA,NA,68280
"904","AFSC-PCODGA-1964-2008-MELNYCHUK",1997,4,107972,166000,347741,NA,NA,77017
"905","AFSC-PCODGA-1964-2008-MELNYCHUK",1998,4,101303,119000,335431,NA,NA,72524
"906","AFSC-PCODGA-1964-2008-MELNYCHUK",1999,4,99278,248000,321952,NA,NA,81784
"907","AFSC-PCODGA-1964-2008-MELNYCHUK",2000,4,96551,263000,295611,NA,NA,66559
"908","AFSC-PCODGA-1964-2008-MELNYCHUK",2001,4,91471,122000,282343,NA,NA,51541
"909","AFSC-PCODGA-1964-2008-MELNYCHUK",2002,4,86583,160000,285445,NA,NA,54483
"910","AFSC-PCODGA-1964-2008-MELNYCHUK",2003,4,81476,159000,284783,NA,NA,52498
"911","AFSC-PCODGA-1964-2008-MELNYCHUK",2004,4,86338,193000,281936,NA,NA,54591
"912","AFSC-PCODGA-1964-2008-MELNYCHUK",2005,4,89380,273000,272978,NA,NA,47541
"913","AFSC-PCODGA-1964-2008-MELNYCHUK",2006,4,87240,1334000,280114,NA,NA,47756
"914","AFSC-PCODGA-1964-2008-MELNYCHUK",2007,4,83482,NA,311870,NA,NA,51489
"915","AFSC-PCODGA-1964-2008-MELNYCHUK",2008,4,81473,NA,405367,NA,NA,NA
"916","AFSC-PERCHEBSAI-1974-2009-STANTON",1974,4,NA,16346,NA,NA,NA,NA
"917","AFSC-PERCHEBSAI-1974-2009-STANTON",1975,4,NA,22427,NA,NA,NA,NA
"918","AFSC-PERCHEBSAI-1974-2009-STANTON",1976,4,NA,63404,NA,NA,NA,NA
"919","AFSC-PERCHEBSAI-1974-2009-STANTON",1977,4,26657,67977,90908,NA,NA,10333
"920","AFSC-PERCHEBSAI-1974-2009-STANTON",1978,4,25303,74824,85794,NA,NA,7516
"921","AFSC-PERCHEBSAI-1974-2009-STANTON",1979,4,24522,31977,86821,NA,NA,7208
"922","AFSC-PERCHEBSAI-1974-2009-STANTON",1980,4,23952,39651,90746,NA,NA,4969
"923","AFSC-PERCHEBSAI-1974-2009-STANTON",1981,4,23886,124445,100033,NA,NA,4854
"924","AFSC-PERCHEBSAI-1974-2009-STANTON",1982,4,24413,59209,108850,NA,NA,1183
"925","AFSC-PERCHEBSAI-1974-2009-STANTON",1983,4,26601,53355,122328,NA,NA,663
"926","AFSC-PERCHEBSAI-1974-2009-STANTON",1984,4,29691,241476,143089,NA,NA,879
"927","AFSC-PERCHEBSAI-1974-2009-STANTON",1985,4,33915,94291,162736,NA,NA,277
"928","AFSC-PERCHEBSAI-1974-2009-STANTON",1986,4,38844,101678,183359,NA,NA,972
"929","AFSC-PERCHEBSAI-1974-2009-STANTON",1987,4,44592,60112,217848,NA,NA,2233
"930","AFSC-PERCHEBSAI-1974-2009-STANTON",1988,4,51912,152579,248444,NA,NA,3350
"931","AFSC-PERCHEBSAI-1974-2009-STANTON",1989,4,59049,66832,280046,NA,NA,5496
"932","AFSC-PERCHEBSAI-1974-2009-STANTON",1990,4,64701,38498,307417,NA,NA,18324
"933","AFSC-PERCHEBSAI-1974-2009-STANTON",1991,4,70955,26878,326561,NA,NA,7884
"934","AFSC-PERCHEBSAI-1974-2009-STANTON",1992,4,79294,31241,352225,NA,NA,13534
"935","AFSC-PERCHEBSAI-1974-2009-STANTON",1993,4,87237,36811,367914,NA,NA,17139
"936","AFSC-PERCHEBSAI-1974-2009-STANTON",1994,4,95160,73137,374888,NA,NA,12554
"937","AFSC-PERCHEBSAI-1974-2009-STANTON",1995,4,105902,66373,382345,NA,NA,11513
"938","AFSC-PERCHEBSAI-1974-2009-STANTON",1996,4,115614,82726,387216,NA,NA,15681
"939","AFSC-PERCHEBSAI-1974-2009-STANTON",1997,4,122810,51274,387360,NA,NA,13328
"940","AFSC-PERCHEBSAI-1974-2009-STANTON",1998,4,129577,61420,388377,NA,NA,10320
"941","AFSC-PERCHEBSAI-1974-2009-STANTON",1999,4,135223,NA,393131,NA,NA,12904
"942","AFSC-PERCHEBSAI-1974-2009-STANTON",2000,4,138159,NA,393296,NA,NA,9780
"943","AFSC-PERCHEBSAI-1974-2009-STANTON",2001,4,140591,NA,396783,NA,NA,9453
"944","AFSC-PERCHEBSAI-1974-2009-STANTON",2002,4,141752,NA,400993,NA,NA,11216
"945","AFSC-PERCHEBSAI-1974-2009-STANTON",2003,4,141222,NA,403558,NA,NA,14744
"946","AFSC-PERCHEBSAI-1974-2009-STANTON",2004,4,139590,NA,402674,NA,NA,11896
"947","AFSC-PERCHEBSAI-1974-2009-STANTON",2005,4,139148,NA,404988,NA,NA,10426
"948","AFSC-PERCHEBSAI-1974-2009-STANTON",2006,4,139569,NA,409292,NA,NA,12868
"949","AFSC-PERCHEBSAI-1974-2009-STANTON",2007,4,138632,NA,411164,NA,NA,18450
"950","AFSC-PERCHEBSAI-1974-2009-STANTON",2008,4,136987,NA,407653,NA,NA,12627
"951","AFSC-PERCHEBSAI-1974-2009-STANTON",2009,4,132900,NA,401725,NA,NA,NA
"952","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1959,6,NA,45000,NA,NA,NA,NA
"953","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1960,6,NA,47000,NA,NA,NA,NA
"954","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1961,6,167390,236000,968735,0.042,NA,16000
"955","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1962,6,188280,48000,1101350,0.145,NA,65000
"956","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1963,6,189300,210000,1174760,0.192,NA,136300
"957","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1964,6,182820,99000,1149770,0.436,NA,243400
"958","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1965,6,167390,220000,995338,0.816,NA,348600
"959","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1966,6,114560,30000,712928,0.414,NA,200800
"960","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1967,6,99935,33000,570274,0.341,NA,120000
"961","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1968,6,94360,67000,498927,0.355,NA,100200
"962","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1969,6,85761,26000,439337,0.277,NA,72600
"963","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1970,6,82537,19000,401816,0.191,NA,44900
"964","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1971,6,83195,16000,386079,0.326,NA,77500
"965","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1972,6,75378,14000,330561,0.379,NA,77600
"966","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1973,6,63414,13000,269181,0.292,NA,56400
"967","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1974,6,56473,12000,224067,0.336,NA,51000
"968","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1975,6,48436,14000,180933,0.433,NA,50400
"969","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1976,6,37535,26000,135990,0.517,NA,45500
"970","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1977,6,26362,51000,94789,0.34,NA,21600
"971","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1978,6,21542,18000,77790,0.146,NA,8000
"972","AFSC-POPERCHGA-1959-2008-MELNYCHUK",1979,6,20952,17000,76266,0.161,NA,8300
