"taxocategory","geo","stockid","stocklong","assessid","tsyear","ssb"
"172","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2001,90924
"173","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2002,114300
"174","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2003,162120
"175","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2004,190180
"176","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2005,196040
"177","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2006,165530
"178","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2007,146610
"179","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2008,146550
"180","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2009,132330
"181","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1916,1110.54
"182","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1917,1109.96
"183","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1918,1109.29
"184","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1919,1108.67
"185","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1920,1108.14
"186","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1921,1107.65
"187","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1922,1107.22
"188","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1923,1106.84
"189","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1924,1106.51
"190","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1925,1106.23
"191","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1926,1105.05
"192","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1927,1104.92
"193","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1928,1104.63
"194","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1929,1103.86
"195","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1930,1102.58
"196","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1931,1100.76
"197","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1932,1098.36
"198","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1933,1094.46
"199","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1934,1090.29
"200","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1935,1085.5
"201","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1936,1079.02
"202","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1937,1068.49
"203","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1938,1062.98
"204","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1939,1052.3
"205","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1940,1049.17
"206","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1941,1043.19
"207","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1942,1039.32
"208","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1943,1038.96
"209","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1944,1037.38
"210","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1945,1037.04
"211","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1946,1036.71
"212","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1947,1035.47
"213","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1948,1005.15
"214","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1949,962.888
"215","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1950,925.924
"216","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1951,884.461
"217","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1952,836.842
"218","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1953,820.785
"219","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1954,823.538
"220","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1955,835.949
"221","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1956,847.448
"222","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1957,835.829
"223","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1958,828.859
"224","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1959,831.406
"225","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1960,838.699
"226","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1961,851.618
"227","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1962,865.466
"228","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1963,869.174
"229","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1964,840.629
"230","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1965,840.667
"231","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1966,831.258
"232","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1967,812.673
"233","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1968,817.568
"234","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1969,824.904
"235","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1970,829.403
"236","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1971,824.379
"237","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1972,835.528
"238","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1973,820.092
"239","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1974,806.912
"240","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1975,797.128
"241","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1976,806.666
"242","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1977,803.43
"243","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1978,800.555
"244","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1979,771.396
"245","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1980,762.289
"246","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1981,733.238
"247","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1982,727.69
"248","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1983,677.965
"249","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1984,615.993
"250","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1985,596.769
"251","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1986,582.735
"252","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1987,514.854
"253","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1988,441.604
"254","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1989,399.597
"255","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1990,359.962
"256","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1991,336.664
"257","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1992,329.536
"258","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1993,338.151
"259","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1994,377.15
"260","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1995,382.056
"261","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1996,362.342
"262","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1997,379.979
"263","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1998,392.863
"264","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",1999,356.202
"265","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",2000,392.598
"266","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",2001,419.755
"267","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",2002,465.584
"268","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",2003,506.753
"269","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",2004,495.81
"270","Other demersal","NEPac","CABEZNCAL","Cabezon Northern California","AFSC-CABEZNCAL-1916-2005-STANTON",2005,444.912
"271","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1932,249.841
"272","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1933,249.607
"273","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1934,249.314
"274","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1935,249.006
"275","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1936,248.627
"276","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1937,248.14
"277","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1938,247.893
"278","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1939,246.955
"279","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1940,246.759
"280","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1941,246.628
"281","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1942,246.103
"282","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1943,245.634
"283","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1944,245.205
"284","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1945,244.807
"285","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1946,244.462
"286","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1947,244.162
"287","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1948,242.159
"288","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1949,239.861
"289","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1950,236.775
"290","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1951,234.5
"291","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1952,232.87
"292","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1953,230.541
"293","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1954,226.689
"294","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1955,216.129
"295","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1956,206.217
"296","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1957,192.794
"297","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1958,184.318
"298","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1959,180.875
"299","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1960,184.239
"300","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1961,189.481
"301","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1962,194.927
"302","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1963,198.009
"303","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1964,197.252
"304","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1965,197.419
"305","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1966,194.698
"306","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1967,187.652
"307","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1968,186.359
"308","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1969,187.433
"309","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1970,189.043
"310","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1971,189.412
"311","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1972,185.717
"312","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1973,155.566
"313","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1974,136.835
"314","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1975,134.014
"315","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1976,133.603
"316","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1977,134.935
"317","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1978,141.304
"318","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1979,143.794
"319","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1980,144.354
"320","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1981,61.605
"321","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1982,56.806
"322","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1983,39.505
"323","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1984,39.861
"324","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1985,28.408
"325","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1986,18.407
"326","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1987,19.096
"327","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1988,30.417
"328","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1989,40.209
"329","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1990,43.171
"330","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1991,38.887
"331","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1992,33.603
"332","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1993,29.446
"333","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1994,34.101
"334","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1995,30.847
"335","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1996,25.815
"336","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1997,22.959
"337","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1998,25.621
"338","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",1999,25.347
"339","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",2000,23.323
"340","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",2001,13.549
"341","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",2002,12.304
"342","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",2003,35.067
"343","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",2004,59.786
"344","Other demersal","NEPac","CABEZSCAL","Cabezon Southern California","AFSC-CABEZSCAL-1932-2005-STANTON",2005,70.818
"345","Other demersal","NEPac","DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2008-MELNYCHUK",1977,7950
"346","Other demersal","NEPac","DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2008-MELNYCHUK",1978,7605
"347","Other demersal","NEPac","DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2008-MELNYCHUK",1979,7439
"348","Other demersal","NEPac","DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2008-MELNYCHUK",1980,7344
"349","Other demersal","NEPac","DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2008-MELNYCHUK",1981,7220
"350","Other demersal","NEPac","DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2008-MELNYCHUK",1982,7159
"351","Other demersal","NEPac","DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2008-MELNYCHUK",1983,7273
"352","Other demersal","NEPac","DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2008-MELNYCHUK",1984,7532
